代码,展示代码,名称,行业,市场,市值,中证全指权重,最新成交额,纳入日期
sz002639,002639.SZ,雪人集团,机械设备,深交所,20483370213.5,0.019,912482667.0,2026-05-09
sh688700,688700.SH,东威科技,机械设备,上交所,20483370213.5,0.019,891476063.0,2026-05-09
sh600761,600761.SH,安徽合力,机械设备,上交所,20483370213.5,0.019,756292779.0,2026-05-09
sz301029,301029.SZ,怡合达,机械设备,深交所,20483370213.5,0.019,447137470.0,2026-05-09
sh601608,601608.SH,中信重工,机械设备,上交所,20483370213.5,0.019,371377418.0,2026-05-09
sh600320,600320.SH,振华重工,机械设备,上交所,20483370213.5,0.019,280265371.0,2026-05-09
sh603906,603906.SH,龙蟠科技,电力设备,上交所,20483370213.5,0.019,1952636330.0,2026-05-09
sz301291,301291.SZ,明阳电气,电力设备,深交所,20483370213.5,0.019,837398307.0,2026-05-09
sz002518,002518.SZ,科士达,电力设备,深交所,20483370213.5,0.019,766220601.0,2026-05-09
sh688147,688147.SH,微导纳米,电力设备,上交所,20483370213.5,0.019,685791571.0,2026-05-09
sh688772,688772.SH,珠海冠宇,电力设备,上交所,20483370213.5,0.019,620160557.0,2026-05-09
sz300457,300457.SZ,赢合科技,电力设备,深交所,20483370213.5,0.019,608397816.0,2026-05-09
sz002531,002531.SZ,天顺风能,电力设备,深交所,20483370213.5,0.019,529966620.0,2026-05-09
sh600416,600416.SH,湘电股份,电力设备,上交所,20483370213.5,0.019,368231924.0,2026-05-09
sz002366,002366.SZ,融发核电,电力设备,深交所,20483370213.5,0.019,363325511.0,2026-05-09
sz002217,002217.SZ,合力泰,电子,深交所,20483370213.5,0.019,5262681084.0,2026-05-09
sh603773,603773.SH,沃格光电,电子,上交所,20483370213.5,0.019,2421611119.0,2026-05-09
sz002655,002655.SZ,共达电声,电子,深交所,20483370213.5,0.019,1687022111.0,2026-05-09
sh688106,688106.SH,金宏气体,电子,上交所,20483370213.5,0.019,1640608478.0,2026-05-09
sh688268,688268.SH,华特气体,电子,上交所,20483370213.5,0.019,1608696501.0,2026-05-09
sh603626,603626.SH,科森科技,电子,上交所,20483370213.5,0.019,1500999508.0,2026-05-09
sh688403,688403.SH,汇成股份,电子,上交所,20483370213.5,0.019,944143855.0,2026-05-09
sz301489,301489.SZ,思泉新材,电子,深交所,20483370213.5,0.019,744517098.0,2026-05-09
sz300322,300322.SZ,硕贝德,电子,深交所,20483370213.5,0.019,694611788.0,2026-05-09
sz002859,002859.SZ,洁美科技,电子,深交所,20483370213.5,0.019,461394428.0,2026-05-09
sz000050,000050.SZ,深天马A,电子,深交所,20483370213.5,0.019,183499296.0,2026-05-09
sh600226,600226.SH,亨通股份,公用事业,上交所,20483370213.5,0.019,485150832.0,2026-05-09
sh600236,600236.SH,桂冠电力,公用事业,上交所,20483370213.5,0.019,439717233.0,2026-05-09
sh600483,600483.SH,福能股份,公用事业,上交所,20483370213.5,0.019,344911256.0,2026-05-09
sh603538,603538.SH,美诺华,医药生物,上交所,20483370213.5,0.019,3815089659.0,2026-05-09
sz300436,300436.SZ,广生堂,医药生物,深交所,20483370213.5,0.019,1175490721.0,2026-05-09
sh688382,688382.SH,益方生物,医药生物,上交所,20483370213.5,0.019,336897459.0,2026-05-09
sh600867,600867.SH,通化东宝,医药生物,上交所,20483370213.5,0.019,304867697.0,2026-05-09
sh688131,688131.SH,皓元医药,医药生物,上交所,20483370213.5,0.019,289829974.0,2026-05-09
sh600535,600535.SH,天士力,医药生物,上交所,20483370213.5,0.019,144561625.0,2026-05-09
sh600511,600511.SH,国药股份,医药生物,上交所,20483370213.5,0.019,135076714.0,2026-05-09
sh600739,600739.SH,辽宁成大,医药生物,上交所,20483370213.5,0.019,103937984.0,2026-05-09
sh603009,603009.SH,北特科技,汽车,上交所,20483370213.5,0.019,857867218.0,2026-05-09
sh688031,688031.SH,星环科技,计算机,上交所,20483370213.5,0.019,2113562786.0,2026-05-09
sz300790,300790.SZ,宇瞳光学,计算机,深交所,20483370213.5,0.019,1382628454.0,2026-05-09
sz002439,002439.SZ,启明星辰,计算机,深交所,20483370213.5,0.019,1366620155.0,2026-05-09
sz300674,300674.SZ,宇信科技,计算机,深交所,20483370213.5,0.019,310801086.0,2026-05-09
sz000035,000035.SZ,中国天楹,环保,深交所,20483370213.5,0.019,352970954.0,2026-05-09
sh600871,600871.SH,石化油服,石油石化,上交所,20483370213.5,0.019,575947179.0,2026-05-09
sz002182,002182.SZ,宝武镁业,有色金属,深交所,20483370213.5,0.019,344555999.0,2026-05-09
sz002583,002583.SZ,海能达,通信,深交所,20483370213.5,0.019,308143685.0,2026-05-09
sh601333,601333.SH,广深铁路,交通运输,上交所,20483370213.5,0.019,165400934.0,2026-05-09
sh601375,601375.SH,中原证券,非银金融,上交所,20483370213.5,0.019,105933169.0,2026-05-09
sz000921,000921.SZ,海信家电,家用电器,深交所,20483370213.5,0.019,293273414.0,2026-05-09
sh601678,601678.SH,滨化股份,基础化工,上交所,20483370213.5,0.019,265264999.0,2026-05-09
sz002297,002297.SZ,博云新材,国防军工,深交所,20483370213.5,0.019,4246807440.0,2026-05-09
sz300008,300008.SZ,天海防务,国防军工,深交所,20483370213.5,0.019,656229902.0,2026-05-09
sz000778,000778.SZ,新兴铸管,钢铁,深交所,20483370213.5,0.019,320397228.0,2026-05-09
sh601963,601963.SH,重庆银行,银行,上交所,19405298097.0,0.018,124157765.0,2026-05-09
sh601528,601528.SH,瑞丰银行,银行,上交所,19405298097.0,0.018,67539501.0,2026-05-09
sz002416,002416.SZ,爱施德,商贸零售,深交所,19405298097.0,0.018,384773903.0,2026-05-09
sz002975,002975.SZ,博杰股份,机械设备,深交所,19405298097.0,0.018,1352849997.0,2026-05-09
sh688028,688028.SH,沃尔德,机械设备,上交所,19405298097.0,0.018,1092827315.0,2026-05-09
sz300260,300260.SZ,新莱应材,机械设备,深交所,19405298097.0,0.018,831004857.0,2026-05-09
sh688097,688097.SH,博众精工,机械设备,上交所,19405298097.0,0.018,441080224.0,2026-05-09
sz000680,000680.SZ,山推股份,机械设备,深交所,19405298097.0,0.018,334882362.0,2026-05-09
sz300842,300842.SZ,帝科股份,电力设备,深交所,19405298097.0,0.018,755111191.0,2026-05-09
sz002706,002706.SZ,良信股份,电力设备,深交所,19405298097.0,0.018,542475431.0,2026-05-09
sz000682,000682.SZ,东方电子,电力设备,深交所,19405298097.0,0.018,364036110.0,2026-05-09
sz002276,002276.SZ,万马股份,电力设备,深交所,19405298097.0,0.018,318144302.0,2026-05-09
sh601865,601865.SH,福莱特,电力设备,上交所,19405298097.0,0.018,292513886.0,2026-05-09
sh688567,688567.SH,孚能科技,电力设备,上交所,19405298097.0,0.018,218418815.0,2026-05-09
sh600326,600326.SH,西藏天路,建筑材料,上交所,19405298097.0,0.018,292131986.0,2026-05-09
sz000998,000998.SZ,隆平高科,农林牧渔,深交所,19405298097.0,0.018,138098801.0,2026-05-09
sz300602,300602.SZ,飞荣达,电子,深交所,19405298097.0,0.018,933756344.0,2026-05-09
sh688150,688150.SH,莱特光电,电子,上交所,19405298097.0,0.018,823849247.0,2026-05-09
sh688262,688262.SH,国芯科技,电子,上交所,19405298097.0,0.018,708661574.0,2026-05-09
sh688728,688728.SH,格科微,电子,上交所,19405298097.0,0.018,482214332.0,2026-05-09
sh688582,688582.SH,芯动联科,电子,上交所,19405298097.0,0.018,281881786.0,2026-05-09
sh600452,600452.SH,涪陵电力,公用事业,上交所,19405298097.0,0.018,762637574.0,2026-05-09
sh600635,600635.SH,大众公用,公用事业,上交所,19405298097.0,0.018,288867846.0,2026-05-09
sz000883,000883.SZ,湖北能源,公用事业,深交所,19405298097.0,0.018,214801736.0,2026-05-09
sh600566,600566.SH,济川药业,医药生物,上交所,19405298097.0,0.018,199820902.0,2026-05-09
sz300009,300009.SZ,安科生物,医药生物,深交所,19405298097.0,0.018,164055597.0,2026-05-09
sz000739,000739.SZ,普洛药业,医药生物,深交所,19405298097.0,0.018,156379161.0,2026-05-09
sz300181,300181.SZ,佐力药业,医药生物,深交所,19405298097.0,0.018,119463373.0,2026-05-09
sh603305,603305.SH,旭升集团,汽车,上交所,19405298097.0,0.018,912841993.0,2026-05-09
sh603319,603319.SH,美湖股份,汽车,上交所,19405298097.0,0.018,865181105.0,2026-05-09
sz002984,002984.SZ,森麒麟,汽车,深交所,19405298097.0,0.018,310302017.0,2026-05-09
sz000032,000032.SZ,深桑达A,建筑装饰,深交所,19405298097.0,0.018,305176181.0,2026-05-09
sz300846,300846.SZ,首都在线,计算机,深交所,19405298097.0,0.018,1082216718.0,2026-05-09
sz300377,300377.SZ,赢时胜,计算机,深交所,19405298097.0,0.018,427113959.0,2026-05-09
sh688088,688088.SH,虹软科技,计算机,上交所,19405298097.0,0.018,352316117.0,2026-05-09
sh600131,600131.SH,国网信通,计算机,上交所,19405298097.0,0.018,217275167.0,2026-05-09
sz300779,300779.SZ,惠城环保,环保,深交所,19405298097.0,0.018,372280341.0,2026-05-09
sz000598,000598.SZ,兴蓉环境,环保,深交所,19405298097.0,0.018,151512965.0,2026-05-09
sz301219,301219.SZ,腾远钴业,有色金属,深交所,19405298097.0,0.018,1600072071.0,2026-05-09
sz000506,000506.SZ,招金黄金,有色金属,深交所,19405298097.0,0.018,729950481.0,2026-05-09
sz300618,300618.SZ,寒锐钴业,有色金属,深交所,19405298097.0,0.018,680850200.0,2026-05-09
sh600366,600366.SH,宁波韵升,有色金属,上交所,19405298097.0,0.018,346053842.0,2026-05-09
sz002544,002544.SZ,普天科技,通信,深交所,19405298097.0,0.018,449967060.0,2026-05-09
sz300638,300638.SZ,广和通,通信,深交所,19405298097.0,0.018,369648987.0,2026-05-09
sh601866,601866.SH,中远海发,交通运输,上交所,19405298097.0,0.018,270758452.0,2026-05-09
sh600179,600179.SH,安通控股,交通运输,上交所,19405298097.0,0.018,160162714.0,2026-05-09
sz000681,000681.SZ,视觉中国,传媒,深交所,19405298097.0,0.018,1275770245.0,2026-05-09
sz002354,002354.SZ,天娱数科,传媒,深交所,19405298097.0,0.018,1247242346.0,2026-05-09
sh603000,603000.SH,人民网,传媒,上交所,19405298097.0,0.018,488992137.0,2026-05-09
sh600977,600977.SH,中国电影,传媒,上交所,19405298097.0,0.018,428853130.0,2026-05-09
sh603300,603300.SH,海南华铁,非银金融,上交所,19405298097.0,0.018,313362891.0,2026-05-09
sh601236,601236.SH,红塔证券,非银金融,上交所,19405298097.0,0.018,86997863.0,2026-05-09
sh688295,688295.SH,中复神鹰,基础化工,上交所,19405298097.0,0.018,1102445036.0,2026-05-09
sz301216,301216.SZ,万凯新材,基础化工,深交所,19405298097.0,0.018,445589062.0,2026-05-09
sz002170,002170.SZ,芭田股份,基础化工,深交所,19405298097.0,0.018,293569224.0,2026-05-09
sh600063,600063.SH,皖维高新,基础化工,上交所,19405298097.0,0.018,195048608.0,2026-05-09
sh600258,600258.SH,首旅酒店,社会服务,上交所,19405298097.0,0.018,212269300.0,2026-05-09
sh688239,688239.SH,航宇科技,国防军工,上交所,19405298097.0,0.018,797048843.0,2026-05-09
sh688281,688281.SH,华秦科技,国防军工,上交所,19405298097.0,0.018,252918750.0,2026-05-09
sh600702,600702.SH,舍得酒业,食品饮料,上交所,19405298097.0,0.018,180135674.0,2026-05-09
sz300146,300146.SZ,汤臣倍健,食品饮料,深交所,19405298097.0,0.018,151042461.0,2026-05-09
sh601187,601187.SH,厦门银行,银行,上交所,18327225980.5,0.017,120795548.0,2026-05-09
sh603323,603323.SH,苏农银行,银行,上交所,18327225980.5,0.017,100446510.0,2026-05-09
sh600064,600064.SH,南京高科,房地产,上交所,18327225980.5,0.017,157458936.0,2026-05-09
sh600663,600663.SH,陆家嘴,房地产,上交所,18327225980.5,0.017,109057926.0,2026-05-09
sz002183,002183.SZ,怡亚通,商贸零售,深交所,18327225980.5,0.017,2963012006.0,2026-05-09
sh600859,600859.SH,王府井,商贸零售,上交所,18327225980.5,0.017,133537609.0,2026-05-09
sz300607,300607.SZ,拓斯达,机械设备,深交所,18327225980.5,0.017,1329710237.0,2026-05-09
sh688433,688433.SH,华曙高科,机械设备,上交所,18327225980.5,0.017,422431194.0,2026-05-09
sh688518,688518.SH,联赢激光,机械设备,上交所,18327225980.5,0.017,414331125.0,2026-05-09
sh603618,603618.SH,杭电股份,电力设备,上交所,18327225980.5,0.017,3538433880.0,2026-05-09
sz002580,002580.SZ,圣阳股份,电力设备,深交所,18327225980.5,0.017,2778576644.0,2026-05-09
sz301232,301232.SZ,飞沃科技,电力设备,深交所,18327225980.5,0.017,1587723124.0,2026-05-09
sh600478,600478.SH,科力远,电力设备,上交所,18327225980.5,0.017,869340675.0,2026-05-09
sz003022,003022.SZ,联泓新科,电力设备,深交所,18327225980.5,0.017,788354433.0,2026-05-09
sz300185,300185.SZ,通裕重工,电力设备,深交所,18327225980.5,0.017,510978785.0,2026-05-09
sh688392,688392.SH,骄成超声,电力设备,上交所,18327225980.5,0.017,271907916.0,2026-05-09
sz001287,001287.SZ,中电港,电子,深交所,18327225980.5,0.017,1998132030.0,2026-05-09
sz300323,300323.SZ,华灿光电,电子,深交所,18327225980.5,0.017,1510130267.0,2026-05-09
sh688502,688502.SH,茂莱光学,电子,上交所,18327225980.5,0.017,1279288482.0,2026-05-09
sz300053,300053.SZ,航宇微,电子,深交所,18327225980.5,0.017,1167144516.0,2026-05-09
sz300684,300684.SZ,中石科技,电子,深交所,18327225980.5,0.017,761354390.0,2026-05-09
sz301626,301626.SZ,苏州天脉,电子,深交所,18327225980.5,0.017,734002564.0,2026-05-09
sz002815,002815.SZ,崇达技术,电子,深交所,18327225980.5,0.017,608436193.0,2026-05-09
sz002654,002654.SZ,万润科技,电子,深交所,18327225980.5,0.017,515103322.0,2026-05-09
sz300331,300331.SZ,苏大维格,电子,深交所,18327225980.5,0.017,491093886.0,2026-05-09
sz002745,002745.SZ,木林森,电子,深交所,18327225980.5,0.017,409768994.0,2026-05-09
sh600578,600578.SH,京能电力,公用事业,上交所,18327225980.5,0.017,371531267.0,2026-05-09
sz000027,000027.SZ,深圳能源,公用事业,深交所,18327225980.5,0.017,307030820.0,2026-05-09
sz300244,300244.SZ,迪安诊断,医药生物,深交所,18327225980.5,0.017,1590682623.0,2026-05-09
sh688321,688321.SH,微芯生物,医药生物,上交所,18327225980.5,0.017,327381688.0,2026-05-09
sh600645,600645.SH,中源协和,医药生物,上交所,18327225980.5,0.017,217752945.0,2026-05-09
sh600216,600216.SH,浙江医药,医药生物,上交所,18327225980.5,0.017,166860007.0,2026-05-09
sh600285,600285.SH,羚锐制药,医药生物,上交所,18327225980.5,0.017,121338173.0,2026-05-09
sz300100,300100.SZ,双林股份,汽车,深交所,18327225980.5,0.017,622788601.0,2026-05-09
sz002488,002488.SZ,金固股份,汽车,深交所,18327225980.5,0.017,306793030.0,2026-05-09
sh601966,601966.SH,玲珑轮胎,汽车,上交所,18327225980.5,0.017,122013589.0,2026-05-09
sz000800,000800.SZ,一汽解放,汽车,深交所,18327225980.5,0.017,108978316.0,2026-05-09
sh600629,600629.SH,华建集团,建筑装饰,上交所,18327225980.5,0.017,484929916.0,2026-05-09
sz300624,300624.SZ,万兴科技,计算机,深交所,18327225980.5,0.017,932763854.0,2026-05-09
sh688227,688227.SH,品高股份,计算机,上交所,18327225980.5,0.017,804183793.0,2026-05-09
sz002373,002373.SZ,千方科技,计算机,深交所,18327225980.5,0.017,200667524.0,2026-05-09
sz002645,002645.SZ,华宏科技,环保,深交所,18327225980.5,0.017,1184092222.0,2026-05-09
sz300328,300328.SZ,宜安科技,有色金属,深交所,18327225980.5,0.017,537224598.0,2026-05-09
sh600459,600459.SH,贵研铂业,有色金属,上交所,18327225980.5,0.017,428717428.0,2026-05-09
sz000758,000758.SZ,中色股份,有色金属,深交所,18327225980.5,0.017,395852518.0,2026-05-09
sh601137,601137.SH,博威合金,有色金属,上交所,18327225980.5,0.017,294829170.0,2026-05-09
sz002796,002796.SZ,世嘉科技,通信,深交所,18327225980.5,0.017,1280608699.0,2026-05-09
sz002104,002104.SZ,恒宝股份,通信,深交所,18327225980.5,0.017,355768234.0,2026-05-09
sz002468,002468.SZ,申通快递,交通运输,深交所,18327225980.5,0.017,301211852.0,2026-05-09
sh603885,603885.SH,吉祥航空,交通运输,上交所,18327225980.5,0.017,298907785.0,2026-05-09
sh601156,601156.SH,东航物流,交通运输,上交所,18327225980.5,0.017,101864151.0,2026-05-09
sh600633,600633.SH,浙数文化,传媒,上交所,18327225980.5,0.017,766223924.0,2026-05-09
sz002174,002174.SZ,游族网络,传媒,深交所,18327225980.5,0.017,664685506.0,2026-05-09
sh600959,600959.SH,江苏有线,传媒,上交所,18327225980.5,0.017,329842807.0,2026-05-09
sh600517,600517.SH,国网英大,非银金融,上交所,18327225980.5,0.017,177404880.0,2026-05-09
sh600095,600095.SH,湘财股份,非银金融,上交所,18327225980.5,0.017,155344714.0,2026-05-09
sz000563,000563.SZ,陕国投A,非银金融,深交所,18327225980.5,0.017,113830950.0,2026-05-09
sh600619,600619.SH,海立股份,家用电器,上交所,18327225980.5,0.017,427830404.0,2026-05-09
sh688585,688585.SH,上纬新材,基础化工,上交所,18327225980.5,0.017,1017878016.0,2026-05-09
sz000420,000420.SZ,吉林化纤,基础化工,深交所,18327225980.5,0.017,757927921.0,2026-05-09
sz002324,002324.SZ,普利特,基础化工,深交所,18327225980.5,0.017,713499815.0,2026-05-09
sz000949,000949.SZ,新乡化纤,基础化工,深交所,18327225980.5,0.017,456574277.0,2026-05-09
sh600389,600389.SH,江山股份,基础化工,上交所,18327225980.5,0.017,396646146.0,2026-05-09
sh603663,603663.SH,三祥新材,基础化工,上交所,18327225980.5,0.017,311209964.0,2026-05-09
sh600409,600409.SH,三友化工,基础化工,上交所,18327225980.5,0.017,303734717.0,2026-05-09
sz300900,300900.SZ,广联航空,国防军工,深交所,18327225980.5,0.017,2549131178.0,2026-05-09
sz000799,000799.SZ,酒鬼酒,食品饮料,深交所,18327225980.5,0.017,260249184.0,2026-05-09
sz002568,002568.SZ,百润股份,食品饮料,深交所,18327225980.5,0.017,185097859.0,2026-05-09
sh600559,600559.SH,老白干酒,食品饮料,上交所,18327225980.5,0.017,124111453.0,2026-05-09
sh603589,603589.SH,口子窖,食品饮料,上交所,18327225980.5,0.017,103973028.0,2026-05-09
sz002507,002507.SZ,涪陵榨菜,食品饮料,深交所,18327225980.5,0.017,85019979.0,2026-05-09
sh600397,600397.SH,江钨装备,煤炭,上交所,18327225980.5,0.017,1055309704.0,2026-05-09
sz000709,000709.SZ,河钢股份,钢铁,深交所,18327225980.5,0.017,240358491.0,2026-05-09
sz000825,000825.SZ,太钢不锈,钢铁,深交所,18327225980.5,0.017,236511283.0,2026-05-09
sz002701,002701.SZ,奥瑞金,轻工制造,深交所,18327225980.5,0.017,105366715.0,2026-05-09
sz002936,002936.SZ,郑州银行,银行,深交所,17249153864.0,0.016,107883288.0,2026-05-09
sh600383,600383.SH,金地集团,房地产,上交所,17249153864.0,0.016,239305930.0,2026-05-09
sz000006,000006.SZ,深振业A,房地产,深交所,17249153864.0,0.016,235372191.0,2026-05-09
sz000069,000069.SZ,华侨城A,房地产,深交所,17249153864.0,0.016,118594818.0,2026-05-09
sh600113,600113.SH,浙江东日,商贸零售,上交所,17249153864.0,0.016,356368748.0,2026-05-09
sz000829,000829.SZ,天音控股,商贸零售,深交所,17249153864.0,0.016,291863148.0,2026-05-09
sh600655,600655.SH,豫园股份,商贸零售,上交所,17249153864.0,0.016,55017353.0,2026-05-09
sz002957,002957.SZ,科瑞技术,机械设备,深交所,17249153864.0,0.016,1478821177.0,2026-05-09
sz301128,301128.SZ,强瑞技术,机械设备,深交所,17249153864.0,0.016,1379515539.0,2026-05-09
sh688308,688308.SH,欧科亿,机械设备,上交所,17249153864.0,0.016,1089171974.0,2026-05-09
sz301510,301510.SZ,固高科技,机械设备,深交所,17249153864.0,0.016,616796950.0,2026-05-09
sh600582,600582.SH,天地科技,机械设备,上交所,17249153864.0,0.016,109582635.0,2026-05-09
sz002471,002471.SZ,中超控股,电力设备,深交所,17249153864.0,0.016,1427540068.0,2026-05-09
sh603031,603031.SH,安孚科技,电力设备,上交所,17249153864.0,0.016,1347267748.0,2026-05-09
sz301150,301150.SZ,中一科技,电力设备,深交所,17249153864.0,0.016,883535926.0,2026-05-09
sz003021,003021.SZ,兆威机电,电力设备,深交所,17249153864.0,0.016,813781260.0,2026-05-09
sh688248,688248.SH,南网科技,电力设备,上交所,17249153864.0,0.016,369054943.0,2026-05-09
sz300761,300761.SZ,立华股份,农林牧渔,深交所,17249153864.0,0.016,178812376.0,2026-05-09
sh688661,688661.SH,和林微纳,电子,上交所,17249153864.0,0.016,792374352.0,2026-05-09
sh688593,688593.SH,新相微,电子,上交所,17249153864.0,0.016,606135878.0,2026-05-09
sz301031,301031.SZ,中熔电气,电子,深交所,17249153864.0,0.016,588425174.0,2026-05-09
sh688279,688279.SH,峰岹科技,电子,上交所,17249153864.0,0.016,533973954.0,2026-05-09
sz002643,002643.SZ,万润股份,电子,深交所,17249153864.0,0.016,284239555.0,2026-05-09
sz002681,002681.SZ,奋达科技,电子,深交所,17249153864.0,0.016,220529004.0,2026-05-09
sz300735,300735.SZ,光弘科技,电子,深交所,17249153864.0,0.016,213292801.0,2026-05-09
sz001896,001896.SZ,豫能控股,公用事业,深交所,17249153864.0,0.016,2262288117.0,2026-05-09
sz000543,000543.SZ,皖能电力,公用事业,深交所,17249153864.0,0.016,328711267.0,2026-05-09
sz301293,301293.SZ,三博脑科,医药生物,深交所,17249153864.0,0.016,707841706.0,2026-05-09
sh688336,688336.SH,三生国健,医药生物,上交所,17249153864.0,0.016,470676619.0,2026-05-09
sh688677,688677.SH,海泰新光,医药生物,上交所,17249153864.0,0.016,429505351.0,2026-05-09
sz300725,300725.SZ,药石科技,医药生物,深交所,17249153864.0,0.016,331341560.0,2026-05-09
sz300601,300601.SZ,康泰生物,医药生物,深交所,17249153864.0,0.016,331295685.0,2026-05-09
sh600267,600267.SH,海正药业,医药生物,上交所,17249153864.0,0.016,249897003.0,2026-05-09
sz002773,002773.SZ,康弘药业,医药生物,深交所,17249153864.0,0.016,191343497.0,2026-05-09
sh688278,688278.SH,特宝生物,医药生物,上交所,17249153864.0,0.016,138489727.0,2026-05-09
sz300529,300529.SZ,健帆生物,医药生物,深交所,17249153864.0,0.016,127422329.0,2026-05-09
sh688029,688029.SH,南微医学,医药生物,上交所,17249153864.0,0.016,120366449.0,2026-05-09
sh600750,600750.SH,华润江中,医药生物,上交所,17249153864.0,0.016,85870839.0,2026-05-09
sh603997,603997.SH,继峰股份,汽车,上交所,17249153864.0,0.016,362051100.0,2026-05-09
sz000581,000581.SZ,威孚高科,汽车,深交所,17249153864.0,0.016,274157229.0,2026-05-09
sz002081,002081.SZ,金螳螂,建筑装饰,深交所,17249153864.0,0.016,3910540031.0,2026-05-09
sz002310,002310.SZ,东方新能,建筑装饰,深交所,17249153864.0,0.016,975066694.0,2026-05-09
sz000815,000815.SZ,美利云,计算机,深交所,17249153864.0,0.016,3801141607.0,2026-05-09
sz300302,300302.SZ,同有科技,计算机,深交所,17249153864.0,0.016,2497091003.0,2026-05-09
sz301248,301248.SZ,杰创智能,计算机,深交所,17249153864.0,0.016,985623397.0,2026-05-09
sz300455,300455.SZ,航天智装,计算机,深交所,17249153864.0,0.016,676646558.0,2026-05-09
sz002063,002063.SZ,远光软件,计算机,深交所,17249153864.0,0.016,334896715.0,2026-05-09
sh603887,603887.SH,城地香江,计算机,上交所,17249153864.0,0.016,332286842.0,2026-05-09
sh600271,600271.SH,航天信息,计算机,上交所,17249153864.0,0.016,271779562.0,2026-05-09
sh603927,603927.SH,中科软,计算机,上交所,17249153864.0,0.016,265553402.0,2026-05-09
sz300348,300348.SZ,长亮科技,计算机,深交所,17249153864.0,0.016,182303897.0,2026-05-09
sz002268,002268.SZ,电科网安,计算机,深交所,17249153864.0,0.016,164263196.0,2026-05-09
sh600133,600133.SH,东湖高新,环保,上交所,17249153864.0,0.016,302711842.0,2026-05-09
sz002408,002408.SZ,齐翔腾达,石油石化,深交所,17249153864.0,0.016,273658451.0,2026-05-09
sz001337,001337.SZ,四川黄金,有色金属,深交所,17249153864.0,0.016,1126979603.0,2026-05-09
sz300855,300855.SZ,图南股份,有色金属,深交所,17249153864.0,0.016,410044967.0,2026-05-09
sh600456,600456.SH,宝钛股份,有色金属,上交所,17249153864.0,0.016,384965888.0,2026-05-09
sh603220,603220.SH,中贝通信,通信,上交所,17249153864.0,0.016,1818433197.0,2026-05-09
sz002467,002467.SZ,二六三,通信,深交所,17249153864.0,0.016,558795475.0,2026-05-09
sz300098,300098.SZ,高新兴,通信,深交所,17249153864.0,0.016,399095746.0,2026-05-09
sz000099,000099.SZ,中信海直,交通运输,深交所,17249153864.0,0.016,208125350.0,2026-05-09
sh603565,603565.SH,中谷物流,交通运输,上交所,17249153864.0,0.016,149626530.0,2026-05-09
sz000088,000088.SZ,盐田港,交通运输,深交所,17249153864.0,0.016,147955953.0,2026-05-09
sh600755,600755.SH,厦门国贸,交通运输,上交所,17249153864.0,0.016,115806069.0,2026-05-09
sh601598,601598.SH,中国外运,交通运输,上交所,17249153864.0,0.016,94960663.0,2026-05-09
sz000958,000958.SZ,电投产融,非银金融,深交所,17249153864.0,0.016,250187959.0,2026-05-09
sh601136,601136.SH,首创证券,非银金融,上交所,17249153864.0,0.016,149207424.0,2026-05-09
sz002423,002423.SZ,中粮资本,非银金融,深交所,17249153864.0,0.016,117357907.0,2026-05-09
sz300821,300821.SZ,东岳硅材,基础化工,深交所,17249153864.0,0.016,1047014029.0,2026-05-09
sz002108,002108.SZ,沧州明珠,基础化工,深交所,17249153864.0,0.016,885278558.0,2026-05-09
sz000510,000510.SZ,新金路,基础化工,深交所,17249153864.0,0.016,868443301.0,2026-05-09
sz000990,000990.SZ,诚志股份,基础化工,深交所,17249153864.0,0.016,787302284.0,2026-05-09
sz300109,300109.SZ,新开源,基础化工,深交所,17249153864.0,0.016,417481851.0,2026-05-09
sz000902,000902.SZ,新洋丰,基础化工,深交所,17249153864.0,0.016,309629434.0,2026-05-09
sz301035,301035.SZ,润丰股份,基础化工,深交所,17249153864.0,0.016,105712076.0,2026-05-09
sh600158,600158.SH,中体产业,社会服务,上交所,17249153864.0,0.016,1913853565.0,2026-05-09
sh600590,600590.SH,泰豪科技,国防军工,上交所,17249153864.0,0.016,682076921.0,2026-05-09
sz300034,300034.SZ,钢研高纳,国防军工,深交所,17249153864.0,0.016,475398010.0,2026-05-09
sz002446,002446.SZ,盛路通信,国防军工,深交所,17249153864.0,0.016,473916907.0,2026-05-09
sh603678,603678.SH,火炬电子,国防军工,上交所,17249153864.0,0.016,411683277.0,2026-05-09
sh603198,603198.SH,迎驾贡酒,食品饮料,上交所,17249153864.0,0.016,183780614.0,2026-05-09
sh600808,600808.SH,马钢股份,钢铁,上交所,17249153864.0,0.016,261123732.0,2026-05-09
sh600295,600295.SH,鄂尔多斯,钢铁,上交所,17249153864.0,0.016,176944875.0,2026-05-09
sh603899,603899.SH,晨光股份,轻工制造,上交所,17249153864.0,0.016,62436005.0,2026-05-09
sz002839,002839.SZ,张家港行,银行,深交所,16171081747.5,0.015,89611233.0,2026-05-09
sz001227,001227.SZ,兰州银行,银行,深交所,16171081747.5,0.015,88544482.0,2026-05-09
sh600908,600908.SH,无锡银行,银行,上交所,16171081747.5,0.015,65599894.0,2026-05-09
sh600848,600848.SH,上海临港,房地产,上交所,16171081747.5,0.015,125218121.0,2026-05-09
sz002091,002091.SZ,江苏国泰,商贸零售,深交所,16171081747.5,0.015,785091424.0,2026-05-09
sz300179,300179.SZ,四方达,机械设备,深交所,16171081747.5,0.015,1174175369.0,2026-05-09
