序号,代码,展示代码,名称,市场,行业,入池类型,入池批次,来源,来源行号,是否启用,更新频率,最新价,涨跌幅,涨跌额,成交量,成交额,最高,最低,今开,昨收,市盈率,量比,换手率,快照生成时间,本池生成时间
74,sz002493,002493.SZ,荣盛石化,深交所,炼化及贸易,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,74,True,每个交易日盘后；必须早于收盘短线观察报告生成,12.9,-0.15,-0.02,460376,593006700.79,13.16,12.7,13.02,12.92,11.44,0.53,0.49,2026-05-09 14:33:31,2026-05-09 18:57:39
75,sh600160,600160.SH,巨化股份,上交所,化学制品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,75,True,每个交易日盘后；必须早于收盘短线观察报告生成,35.58,-1.6,-0.58,334683,1193673872.0,36.18,35.34,35.92,36.16,20.47,0.82,1.24,2026-05-09 14:33:31,2026-05-09 18:57:39
76,sz002001,002001.SZ,新 和 成,深交所,化学制品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,76,True,每个交易日盘后；必须早于收盘短线观察报告生成,32.29,0.12,0.04,274936,886476222.83,32.48,31.96,32.35,32.25,13.58,0.57,0.91,2026-05-09 14:33:31,2026-05-09 18:57:39
77,sh603993,603993.SH,洛阳钼业,上交所,工业金属,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,77,True,每个交易日盘后；必须早于收盘短线观察报告生成,20.2,1.71,0.34,2959863,5887631949.0,20.25,19.42,19.6,19.86,13.92,1.16,1.7,2026-05-09 14:33:31,2026-05-09 18:57:39
78,sh600547,600547.SH,山东黄金,上交所,贵金属,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,78,True,每个交易日盘后；必须早于收盘短线观察报告生成,36.5,1.47,0.53,909467,3302842679.0,36.95,35.5,35.51,35.97,29.1,1.45,2.52,2026-05-09 14:33:31,2026-05-09 18:57:39
79,sz000807,000807.SZ,云铝股份,深交所,工业金属,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,79,True,每个交易日盘后；必须早于收盘短线观察报告生成,31.52,-1.9,-0.61,622755,1955957455.32,32.12,31.01,31.91,32.13,7.59,1.05,1.8,2026-05-09 14:33:31,2026-05-09 18:57:39
80,sh600938,600938.SH,中国海油,上交所,油气开采Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,80,True,每个交易日盘后；必须早于收盘短线观察报告生成,36.35,-0.03,-0.01,400224,1459769408.0,36.82,36.28,36.7,36.36,11.03,0.67,1.34,2026-05-09 14:33:31,2026-05-09 18:57:39
81,sh600028,600028.SH,中国石化,上交所,炼化及贸易,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,81,True,每个交易日盘后；必须早于收盘短线观察报告生成,5.22,-0.95,-0.05,3440561,1805968528.0,5.3,5.21,5.29,5.27,9.28,0.81,0.36,2026-05-09 14:33:31,2026-05-09 18:57:39
82,sh601857,601857.SH,中国石油,上交所,炼化及贸易,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,82,True,每个交易日盘后；必须早于收盘短线观察报告生成,11.12,-1.33,-0.15,1799663,2002943659.0,11.34,11.03,11.33,11.27,10.53,0.94,0.11,2026-05-09 14:33:31,2026-05-09 18:57:39
83,sh600019,600019.SH,宝钢股份,上交所,普钢,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,83,True,每个交易日盘后；必须早于收盘短线观察报告生成,6.41,1.42,0.09,907210,577360673.0,6.41,6.31,6.32,6.32,15.69,0.82,0.42,2026-05-09 14:33:31,2026-05-09 18:57:39
84,sz000708,000708.SZ,中信特钢,深交所,特钢Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,84,True,每个交易日盘后；必须早于收盘短线观察报告生成,15.59,1.1,0.17,147862,228387825.14,15.62,15.32,15.35,15.42,13.01,0.98,0.29,2026-05-09 14:33:31,2026-05-09 18:57:39
85,sz000932,000932.SZ,华菱钢铁,深交所,普钢,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,85,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.69,0.21,0.01,514819,240978863.52,4.72,4.65,4.67,4.68,40.64,0.51,0.75,2026-05-09 14:33:31,2026-05-09 18:57:39
86,sh688305,688305.SH,科德数控,上交所,通用设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,86,True,每个交易日盘后；必须早于收盘短线观察报告生成,65.07,1.74,1.11,47696,309207070.0,65.68,63.31,63.6,63.96,95.89,1.6,3.61,2026-05-09 14:33:31,2026-05-09 18:57:39
87,sh601882,601882.SH,海天精工,上交所,通用设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,87,True,每个交易日盘后；必须早于收盘短线观察报告生成,23.79,6.63,1.48,185492,433048425.0,24.2,22.17,22.17,22.31,27.88,2.28,3.55,2026-05-09 14:33:31,2026-05-09 18:57:39
88,sz000837,000837.SZ,秦川机床,深交所,通用设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,88,True,每个交易日盘后；必须早于收盘短线观察报告生成,11.8,2.08,0.24,314753,369432924.84,11.9,11.45,11.46,11.56,124.38,1.74,3.12,2026-05-09 14:33:31,2026-05-09 18:57:39
89,sz000063,000063.SZ,中兴通讯,深交所,通信设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,89,True,每个交易日盘后；必须早于收盘短线观察报告生成,38.68,-0.57,-0.22,1378174,5295615755.67,38.9,37.93,38.52,38.9,35.3,1.03,3.42,2026-05-09 14:33:31,2026-05-09 18:57:39
90,sz300394,300394.SZ,天孚通信,深交所,通信设备,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,90,True,每个交易日盘后；必须早于收盘短线观察报告生成,326.3,-0.56,-1.84,356609,11690928153.67,335.13,320.0,321.14,328.14,129.13,0.91,4.59,2026-05-09 14:33:31,2026-05-09 18:57:39
91,sh600941,600941.SH,中国移动,上交所,通信服务,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,91,True,每个交易日盘后；必须早于收盘短线观察报告生成,96.68,0.69,0.66,93394,901039870.0,97.25,95.72,96.02,96.02,17.85,1.12,1.03,2026-05-09 14:33:31,2026-05-09 18:57:39
92,sh601633,601633.SH,长城汽车,上交所,乘用车,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,92,True,每个交易日盘后；必须早于收盘短线观察报告生成,19.8,-0.25,-0.05,135154,267955109.0,19.92,19.78,19.87,19.85,44.81,0.91,0.22,2026-05-09 14:33:31,2026-05-09 18:57:39
93,sh600104,600104.SH,上汽集团,上交所,乘用车,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,93,True,每个交易日盘后；必须早于收盘短线观察报告生成,13.64,0.37,0.05,413321,562341867.0,13.71,13.51,13.57,13.59,12.95,1.05,0.36,2026-05-09 14:33:31,2026-05-09 18:57:39
94,sz002920,002920.SZ,德赛西威,深交所,汽车零部件,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,94,True,每个交易日盘后；必须早于收盘短线观察报告生成,105.05,0.27,0.28,86786,913255488.15,106.38,103.82,104.54,104.77,33.96,0.94,1.45,2026-05-09 14:33:31,2026-05-09 18:57:39
95,sh600660,600660.SH,福耀玻璃,上交所,汽车零部件,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,95,True,每个交易日盘后；必须早于收盘短线观察报告生成,59.99,0.96,0.57,177373,1062469213.0,60.8,59.13,59.41,59.42,22.87,1.0,0.89,2026-05-09 14:33:31,2026-05-09 18:57:39
96,sz000338,000338.SZ,潍柴动力,深交所,汽车零部件,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,96,True,每个交易日盘后；必须早于收盘短线观察报告生成,33.06,-5.54,-1.94,1451545,4838192087.31,34.5,32.88,34.31,35.0,23.34,1.1,2.9,2026-05-09 14:33:31,2026-05-09 18:57:39
97,sz002714,002714.SZ,牧原股份,深交所,养殖业,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,97,True,每个交易日盘后；必须早于收盘短线观察报告生成,43.51,-1.27,-0.56,317240,1388550833.57,44.57,43.41,44.25,44.07,-51.69,0.64,0.83,2026-05-09 14:33:31,2026-05-09 18:57:39
98,sz300498,300498.SZ,温氏股份,深交所,养殖业,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,98,True,每个交易日盘后；必须早于收盘短线观察报告生成,16.06,-1.29,-0.21,315232,508698086.46,16.44,16.03,16.27,16.27,-24.97,0.59,0.53,2026-05-09 14:33:31,2026-05-09 18:57:39
99,sz002311,002311.SZ,海大集团,深交所,饲料,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,99,True,每个交易日盘后；必须早于收盘短线观察报告生成,46.5,-1.9,-0.9,125206,582291393.12,47.55,46.13,47.4,47.4,21.56,0.87,0.76,2026-05-09 14:33:31,2026-05-09 18:57:39
100,sh601111,601111.SH,中国国航,上交所,航空机场,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,100,True,每个交易日盘后；必须早于收盘短线观察报告生成,7.29,3.85,0.27,2001984,1443188842.0,7.38,6.92,6.94,7.02,18.55,2.42,1.72,2026-05-09 14:33:31,2026-05-09 18:57:39
101,sz002352,002352.SZ,顺丰控股,深交所,物流,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,101,True,每个交易日盘后；必须早于收盘短线观察报告生成,37.7,0.35,0.13,243685,916644880.11,37.78,37.3,37.41,37.57,18.81,0.83,0.51,2026-05-09 14:33:31,2026-05-09 18:57:39
102,sz001965,001965.SZ,招商公路,深交所,铁路公路,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,102,True,每个交易日盘后；必须早于收盘短线观察报告生成,9.5,0.0,0.0,95188,90781287.35,9.62,9.48,9.51,9.5,11.97,0.75,0.14,2026-05-09 14:33:31,2026-05-09 18:57:39
103,sh601668,601668.SH,中国建筑,上交所,房屋建设Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,103,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.91,0.0,0.0,1328004,652001901.0,4.92,4.89,4.91,4.91,3.65,0.65,0.32,2026-05-09 14:33:31,2026-05-09 18:57:39
104,sh601800,601800.SH,中国交建,上交所,基础建设,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,104,True,每个交易日盘后；必须早于收盘短线观察报告生成,6.9,-0.58,-0.04,609682,421623211.0,6.95,6.89,6.93,6.94,6.84,1.13,0.52,2026-05-09 14:33:31,2026-05-09 18:57:39
105,sz002051,002051.SZ,中工国际,深交所,专业工程,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,105,True,每个交易日盘后；必须早于收盘短线观察报告生成,11.87,1.63,0.19,1381041,1621990310.71,12.0,11.38,11.46,11.68,47.0,2.38,11.16,2026-05-09 14:33:31,2026-05-09 18:57:39
106,sh603568,603568.SH,伟明环保,上交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,106,True,每个交易日盘后；必须早于收盘短线观察报告生成,21.28,-1.16,-0.25,53994,115062800.0,21.58,21.1,21.1,21.53,20.71,0.53,0.32,2026-05-09 14:33:31,2026-05-09 18:57:39
107,sh603588,603588.SH,高能环境,上交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,107,True,每个交易日盘后；必须早于收盘短线观察报告生成,15.01,-2.15,-0.33,575828,860875585.0,15.25,14.67,15.25,15.34,9.48,1.1,3.78,2026-05-09 14:33:31,2026-05-09 18:57:39
108,sz002973,002973.SZ,侨银股份,深交所,环境治理,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,108,True,每个交易日盘后；必须早于收盘短线观察报告生成,12.59,-0.24,-0.03,30314,38185622.0,12.68,12.54,12.58,12.62,36.93,0.83,0.95,2026-05-09 14:33:31,2026-05-09 18:57:39
109,sz002555,002555.SZ,三七互娱,深交所,游戏Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,109,True,每个交易日盘后；必须早于收盘短线观察报告生成,22.35,0.68,0.15,542291,1217345564.23,22.71,22.12,22.15,22.2,14.15,1.14,3.42,2026-05-09 14:33:31,2026-05-09 18:57:39
110,sz002602,002602.SZ,世纪华通,深交所,游戏Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,110,True,每个交易日盘后；必须早于收盘短线观察报告生成,15.96,-1.18,-0.19,1689920,2741603454.45,16.55,15.89,15.98,16.15,14.51,0.93,2.49,2026-05-09 14:33:31,2026-05-09 18:57:39
111,sz300364,300364.SZ,中文在线,深交所,数字媒体,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,111,True,每个交易日盘后；必须早于收盘短线观察报告生成,31.38,-3.03,-0.98,867541,2790986775.71,33.36,31.28,32.7,32.36,-124.71,1.68,13.14,2026-05-09 14:33:31,2026-05-09 18:57:39
112,sz002345,002345.SZ,潮宏基,深交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,112,True,每个交易日盘后；必须早于收盘短线观察报告生成,10.49,-0.66,-0.07,217535,228605835.0,10.75,10.42,10.61,10.56,8.84,0.84,2.51,2026-05-09 14:33:31,2026-05-09 18:57:39
113,sh600612,600612.SH,老凤祥,上交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,113,True,每个交易日盘后；必须早于收盘短线观察报告生成,39.25,-0.36,-0.14,10404,40797342.0,39.4,39.06,39.3,39.39,9.38,0.73,0.33,2026-05-09 14:33:31,2026-05-09 18:57:39
114,sz002867,002867.SZ,周大生,深交所,饰品,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,114,True,每个交易日盘后；必须早于收盘短线观察报告生成,13.23,-0.68,-0.09,115294,153856598.89,13.47,13.21,13.31,13.32,12.24,0.42,1.07,2026-05-09 14:33:31,2026-05-09 18:57:39
115,sh600795,600795.SH,国电电力,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,115,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.88,-0.2,-0.01,1941284,953992532.0,4.98,4.86,4.91,4.89,15.56,0.97,1.09,2026-05-09 14:33:31,2026-05-09 18:57:39
116,sh601985,601985.SH,中国核电,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,116,True,每个交易日盘后；必须早于收盘短线观察报告生成,9.07,0.11,0.01,1152553,1048134506.0,9.18,9.04,9.06,9.06,22.59,0.78,0.61,2026-05-09 14:33:31,2026-05-09 18:57:39
117,sz003816,003816.SZ,中国广核,深交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,117,True,每个交易日盘后；必须早于收盘短线观察报告生成,4.68,0.86,0.04,1297474,606797237.03,4.74,4.62,4.63,4.64,21.56,0.8,0.33,2026-05-09 14:33:31,2026-05-09 18:57:39
118,sh600483,600483.SH,福能股份,上交所,电力,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,118,True,每个交易日盘后；必须早于收盘短线观察报告生成,10.12,0.0,0.0,340391,344911256.0,10.28,10.05,10.09,10.12,10.82,1.26,1.22,2026-05-09 14:33:31,2026-05-09 18:57:39
119,sz002003,002003.SZ,伟星股份,深交所,纺织制造,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,119,True,每个交易日盘后；必须早于收盘短线观察报告生成,9.85,0.31,0.03,85701,84397233.82,9.93,9.76,9.82,9.82,31.45,0.79,0.84,2026-05-09 14:33:31,2026-05-09 18:57:39
120,sz300979,300979.SZ,华利集团,深交所,纺织制造,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,120,True,每个交易日盘后；必须早于收盘短线观察报告生成,37.96,-0.26,-0.1,24968,94812913.8,38.22,37.79,38.11,38.06,28.84,0.87,0.21,2026-05-09 14:33:31,2026-05-09 18:57:39
121,sh600398,600398.SH,海澜之家,上交所,服装家纺,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,121,True,每个交易日盘后；必须早于收盘短线观察报告生成,6.61,1.54,0.1,482338,318739046.0,6.65,6.49,6.51,6.51,8.36,1.35,1.0,2026-05-09 14:33:31,2026-05-09 18:57:39
122,sz000651,000651.SZ,格力电器,深交所,白色家电,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,122,True,每个交易日盘后；必须早于收盘短线观察报告生成,39.91,0.05,0.02,387756,1550905021.0,40.19,39.77,39.85,39.89,9.19,0.43,0.7,2026-05-09 14:33:31,2026-05-09 18:57:39
123,sz002050,002050.SZ,三花智控,深交所,家电零部件Ⅱ,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,123,True,每个交易日盘后；必须早于收盘短线观察报告生成,51.69,2.72,1.37,2735314,14198905866.76,53.88,49.71,50.0,50.32,58.62,2.03,7.42,2026-05-09 14:33:31,2026-05-09 18:57:39
124,sz002428,002428.SZ,云南锗业,深交所,小金属,重点关注快照初始种子,seed_from_focus_public_quote,03数据/04数据快照/重点关注池公开行情快照_最新.json,124,True,每个交易日盘后；必须早于收盘短线观察报告生成,86.07,7.32,5.87,1129068,9698851965.85,88.22,79.5,79.77,80.2,1543.14,1.15,17.29,2026-05-09 14:33:31,2026-05-09 18:57:39
