代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sz300761,300761.SZ,立华股份,农业综合,肉鸡养殖,深交所,,178812376.0,0.016,3,2000只样本池基础保留
sh688661,688661.SH,和林微纳,元器件,消费电子组件,上交所,,792374352.0,0.016,4,2000只样本池基础保留
sh688593,688593.SH,新相微,半导体,集成电路设计,上交所,,606135878.0,0.016,5,2000只样本池基础保留
sz301031,301031.SZ,中熔电气,电气设备,配电设备,深交所,,588425174.0,0.016,10,2000只样本池基础保留
sh688279,688279.SH,峰岹科技,半导体,集成电路设计,上交所,,533973954.0,0.016,4,2000只样本池基础保留
sz002643,002643.SZ,万润股份,化工原料,半导体材料,深交所,,284239555.0,0.016,11,2000只样本池基础保留
sz002681,002681.SZ,奋达科技,元器件,消费电子组件,深交所,,220529004.0,0.016,22,2000只样本池基础保留
sz300735,300735.SZ,光弘科技,元器件,消费电子组件,深交所,,213292801.0,0.016,26,2000只样本池基础保留
sz001896,001896.SZ,豫能控股,火力发电,火力发电,深交所,,2262288117.0,0.016,15,2000只样本池基础保留
sz000543,000543.SZ,皖能电力,火力发电,火力发电,深交所,,328711267.0,0.016,8,2000只样本池基础保留
sz301293,301293.SZ,三博脑科,医疗保健,医院,深交所,,707841706.0,0.016,3,2000只样本池基础保留
sh688336,688336.SH,三生国健,生物制药,抗体,上交所,,470676619.0,0.016,3,2000只样本池基础保留
sh688677,688677.SH,海泰新光,医疗保健,医疗设备,上交所,,429505351.0,0.016,0,2000只样本池基础保留
sz300725,300725.SZ,药石科技,化学制药,医疗研发外包,深交所,,331341560.0,0.016,5,2000只样本池基础保留
sz300601,300601.SZ,康泰生物,生物制药,疫苗,深交所,,331295685.0,0.016,4,2000只样本池基础保留
sh600267,600267.SH,海正药业,化学制药,化学制剂,上交所,,249897003.0,0.016,7,2000只样本池基础保留
sz002773,002773.SZ,康弘药业,化学制药,化学制剂,深交所,,191343497.0,0.016,3,2000只样本池基础保留
sh688278,688278.SH,特宝生物,生物制药,其他生物制药,上交所,,138489727.0,0.016,4,2000只样本池基础保留
sz300529,300529.SZ,健帆生物,医疗保健,医疗耗材,深交所,,127422329.0,0.016,1,2000只样本池基础保留
sh688029,688029.SH,南微医学,医疗保健,医疗耗材,上交所,,120366449.0,0.016,0,2000只样本池基础保留
sh600750,600750.SH,华润江中,中成药,中药,上交所,,85870839.0,0.016,1,2000只样本池基础保留
sh603997,603997.SH,继峰股份,汽车配件,车身附件及饰件,上交所,,362051100.0,0.016,2,2000只样本池基础保留
sz000581,000581.SZ,威孚高科,汽车配件,底盘与发动机系统,深交所,,274157229.0,0.016,13,2000只样本池基础保留
sz002081,002081.SZ,金螳螂,装修装饰,装修装饰,深交所,,3910540031.0,0.016,10,2000只样本池基础保留
sz002310,002310.SZ,东方新能,新型电力,光伏发电,深交所,,975066694.0,0.016,14,2000只样本池基础保留
sz000815,000815.SZ,美利云,通信设备,云基础设施服务,深交所,,3801141607.0,0.016,10,2000只样本池基础保留
sz300302,300302.SZ,同有科技,IT设备,其他IT设备,深交所,,2497091003.0,0.016,11,2000只样本池基础保留
sz301248,301248.SZ,杰创智能,软件服务,行业应用软件,深交所,,985623397.0,0.016,37,2000只样本池基础保留
sz300455,300455.SZ,航天智装,IT设备,其他IT设备,深交所,,676646558.0,0.016,11,2000只样本池基础保留
sz002063,002063.SZ,远光软件,软件服务,行业应用软件,深交所,,334896715.0,0.016,33,2000只样本池基础保留
sh603887,603887.SH,城地香江,软件服务,云基础设施服务,上交所,,332286842.0,0.016,10,2000只样本池基础保留
sh600271,600271.SH,航天信息,软件服务,行业应用软件,上交所,,271779562.0,0.016,28,2000只样本池基础保留
sh603927,603927.SH,中科软,软件服务,行业应用软件,上交所,,265553402.0,0.016,23,2000只样本池基础保留
sz300348,300348.SZ,长亮科技,软件服务,行业应用软件,深交所,,182303897.0,0.016,18,2000只样本池基础保留
sz002268,002268.SZ,电科网安,IT设备,其他IT设备,深交所,,164263196.0,0.016,34,2000只样本池基础保留
sh600133,600133.SH,东湖高新,环境保护,大气治理,上交所,,302711842.0,0.016,6,2000只样本池基础保留
sz002408,002408.SZ,齐翔腾达,化工原料,有机化工原料,深交所,,273658451.0,0.016,3,2000只样本池基础保留
sz001337,001337.SZ,四川黄金,黄金,黄金,深交所,,1126979603.0,0.016,2,2000只样本池基础保留
sz300855,300855.SZ,图南股份,小金属,其他金属新材料,深交所,,410044967.0,0.016,5,2000只样本池基础保留
sh600456,600456.SH,宝钛股份,小金属,钛,上交所,,384965888.0,0.016,9,2000只样本池基础保留
sh603220,603220.SH,中贝通信,通信设备,网络工程施工,上交所,,1818433197.0,0.016,23,2000只样本池基础保留
sz002467,002467.SZ,二六三,互联网,电信增值服务,深交所,,558795475.0,0.016,22,2000只样本池基础保留
sz300098,300098.SZ,高新兴,软件服务,行业应用软件,深交所,,399095746.0,0.016,26,2000只样本池基础保留
sz000099,000099.SZ,中信海直,空运,航空运输,深交所,,208125350.0,0.016,10,2000只样本池基础保留
sh603565,603565.SH,中谷物流,水运,航运,上交所,,149626530.0,0.016,4,2000只样本池基础保留
sz000088,000088.SZ,盐田港,港口,港口,深交所,,147955953.0,0.016,5,2000只样本池基础保留
sh600755,600755.SH,厦门国贸,仓储物流,供应链服务,上交所,,115806069.0,0.016,10,2000只样本池基础保留
sh601598,601598.SH,中国外运,仓储物流,跨境物流,上交所,,94960663.0,0.016,10,2000只样本池基础保留
sz000958,000958.SZ,电投产融,新型电力,核力发电,深交所,,250187959.0,0.016,7,2000只样本池基础保留
sh601136,601136.SH,首创证券,证券,证券,上交所,,149207424.0,0.016,0,2000只样本池基础保留
sz002423,002423.SZ,中粮资本,多元金融,金融控股,深交所,,117357907.0,0.016,5,2000只样本池基础保留
sz300821,300821.SZ,东岳硅材,化工原料,有机硅,深交所,,1047014029.0,0.016,3,2000只样本池基础保留
sz002108,002108.SZ,沧州明珠,塑料,管材,深交所,,885278558.0,0.016,9,2000只样本池基础保留
sz000510,000510.SZ,新金路,化工原料,氯碱,深交所,,868443301.0,0.016,3,2000只样本池基础保留
sz000990,000990.SZ,诚志股份,化工原料,煤化工,深交所,,787302284.0,0.016,14,2000只样本池基础保留
sz300109,300109.SZ,新开源,化工原料,其他化学制品,深交所,,417481851.0,0.016,5,2000只样本池基础保留
sz000902,000902.SZ,新洋丰,农药化肥,复合肥,深交所,,309629434.0,0.016,3,2000只样本池基础保留
sz301035,301035.SZ,润丰股份,农药化肥,农药,深交所,,105712076.0,0.016,2,2000只样本池基础保留
sh600158,600158.SH,中体产业,文教休闲,体育,上交所,,1913853565.0,0.016,7,2000只样本池基础保留
sh600590,600590.SH,泰豪科技,通信设备,军工电子,上交所,,682076921.0,0.016,27,2000只样本池基础保留
sz300034,300034.SZ,钢研高纳,航空,航空装备,深交所,,475398010.0,0.016,7,2000只样本池基础保留
sz002446,002446.SZ,盛路通信,通信设备,军工电子,深交所,,473916907.0,0.016,15,2000只样本池基础保留
sh603678,603678.SH,火炬电子,元器件,军工电子,上交所,,411683277.0,0.016,12,2000只样本池基础保留
sh603198,603198.SH,迎驾贡酒,白酒,白酒,上交所,,183780614.0,0.016,1,2000只样本池基础保留
sh600808,600808.SH,马钢股份,普钢,板材,上交所,,261123732.0,0.016,5,2000只样本池基础保留
sh600295,600295.SH,鄂尔多斯,特种钢,冶钢辅料,上交所,,176944875.0,0.016,3,2000只样本池基础保留
sh603899,603899.SH,晨光股份,文教休闲,文化用品,上交所,,62436005.0,0.016,3,2000只样本池基础保留
sz002839,002839.SZ,张家港行,银行,农商行,深交所,,89611233.0,0.015,0,2000只样本池基础保留
sz001227,001227.SZ,兰州银行,银行,城商行,深交所,,88544482.0,0.015,1,2000只样本池基础保留
sh600908,600908.SH,无锡银行,银行,农商行,上交所,,65599894.0,0.015,0,2000只样本池基础保留
sh600848,600848.SH,上海临港,园区开发,产业地产,上交所,,125218121.0,0.015,4,2000只样本池基础保留
sz002091,002091.SZ,江苏国泰,商贸代理,贸易,深交所,,785091424.0,0.015,8,2000只样本池基础保留
sz300179,300179.SZ,四方达,矿物制品,磨具磨料,深交所,,1174175369.0,0.015,4,2000只样本池基础保留
sz002943,002943.SZ,宇晶股份,机床制造,机床制造,深交所,,943231377.0,0.015,9,2000只样本池基础保留
sh600172,600172.SH,黄河旋风,矿物制品,磨具磨料,上交所,,749168154.0,0.015,8,2000只样本池基础保留
sh603283,603283.SH,赛腾股份,专用机械,工业控制设备,上交所,,699467032.0,0.015,13,2000只样本池基础保留
sz300263,300263.SZ,隆华科技,专用机械,其他通用设备,深交所,,458476406.0,0.015,21,2000只样本池基础保留
sz300486,300486.SZ,东杰智能,专用机械,其他专用设备,深交所,,373300390.0,0.015,15,2000只样本池基础保留
sz300756,300756.SZ,金马游乐,专用机械,其他专用设备,深交所,,183366654.0,0.015,6,2000只样本池基础保留
sh600528,600528.SH,中铁工业,运输设备,轨交设备,上交所,,114655412.0,0.015,9,2000只样本池基础保留
sz300444,300444.SZ,双杰电气,电气设备,输变电设备,深交所,,1221110911.0,0.015,23,2000只样本池基础保留
sz300129,300129.SZ,泰胜风能,电气设备,风电零部件,深交所,,995118922.0,0.015,5,2000只样本池基础保留
sh688353,688353.SH,华盛锂电,化工原料,电池化学品,上交所,,969362943.0,0.015,6,2000只样本池基础保留
sh688556,688556.SH,高测股份,专用机械,光伏加工设备,上交所,,812389383.0,0.015,9,2000只样本池基础保留
sh603185,603185.SH,弘元绿能,电气设备,光伏硅片,上交所,,628160992.0,0.015,6,2000只样本池基础保留
sz300393,300393.SZ,中来股份,塑料,光伏电池组件,深交所,,600042770.0,0.015,7,2000只样本池基础保留
sz002392,002392.SZ,北京利尔,其他建材,耐火材料,深交所,,375853979.0,0.015,8,2000只样本池基础保留
sz002100,002100.SZ,天康生物,饲料,畜禽饲料,深交所,,288821538.0,0.015,6,2000只样本池基础保留
sz301183,301183.SZ,东田微,元器件,光学元件,深交所,,2910978363.0,0.015,8,2000只样本池基础保留
sh688691,688691.SH,灿芯股份,半导体,半导体制造,上交所,,1393509595.0,0.015,7,2000只样本池基础保留
sh603186,603186.SH,华正新材,元器件,PCB,上交所,,997791390.0,0.015,12,2000只样本池基础保留
sh603341,603341.SH,龙旗科技,通信设备,通信终端及配件,上交所,,849409741.0,0.015,15,2000只样本池基础保留
sh688401,688401.SH,路维光电,半导体,半导体材料,上交所,,588489126.0,0.015,7,2000只样本池基础保留
sh600353,600353.SH,旭光电子,元器件,其他电子,上交所,,585805476.0,0.015,18,2000只样本池基础保留
sz300319,300319.SZ,麦捷科技,元器件,被动元件,深交所,,423060111.0,0.015,17,2000只样本池基础保留
sz301285,301285.SZ,鸿日达,元器件,消费电子组件,深交所,,337240318.0,0.015,7,2000只样本池基础保留
sh600744,600744.SH,华银电力,火力发电,火力发电,上交所,,2038997891.0,0.015,8,2000只样本池基础保留
sz300483,300483.SZ,首华燃气,石油开采,油气开采,深交所,,617167175.0,0.015,2,2000只样本池基础保留
sz001286,001286.SZ,陕西能源,火力发电,火力发电,深交所,,249009378.0,0.015,3,2000只样本池基础保留
sh601222,601222.SH,林洋能源,新型电力,光伏发电,上交所,,153941195.0,0.015,17,2000只样本池基础保留
sh688319,688319.SH,欧林生物,生物制药,疫苗,上交所,,379431281.0,0.015,3,2000只样本池基础保留
sh688062,688062.SH,迈威生物,生物制药,其他生物制药,上交所,,327985690.0,0.015,2,2000只样本池基础保留
sz002020,002020.SZ,京新药业,化学制药,化学制剂,深交所,,190031135.0,0.015,3,2000只样本池基础保留
sz002675,002675.SZ,东诚药业,化学制药,化学制剂,深交所,,149640970.0,0.015,4,2000只样本池基础保留
sh603233,603233.SH,大参林,医药商业,线下药店,上交所,,119808155.0,0.015,1,2000只样本池基础保留
sh603858,603858.SH,步长制药,中成药,中药,上交所,,77545181.0,0.015,4,2000只样本池基础保留
sz002283,002283.SZ,天润工业,汽车配件,底盘与发动机系统,深交所,,990539742.0,0.015,6,2000只样本池基础保留
sz000980,000980.SZ,众泰汽车,汽车配件,其他汽车零部件,深交所,,590727514.0,0.015,3,2000只样本池基础保留
sh600933,600933.SH,爱柯迪,汽车配件,底盘与发动机系统,上交所,,448653916.0,0.015,6,2000只样本池基础保留
sz301345,301345.SZ,涛涛车业,摩托车,其他交通设备,深交所,,312247674.0,0.015,4,2000只样本池基础保留
sh688258,688258.SH,卓易信息,软件服务,产联网综合服务,上交所,,1698393794.0,0.015,9,2000只样本池基础保留
sz300378,300378.SZ,鼎捷数智,软件服务,基础软件,深交所,,890089899.0,0.015,20,2000只样本池基础保留
sh688318,688318.SH,财富趋势,软件服务,行业应用软件,上交所,,460252759.0,0.015,5,2000只样本池基础保留
sh600446,600446.SH,金证股份,软件服务,行业应用软件,上交所,,400979414.0,0.015,12,2000只样本池基础保留
sz300682,300682.SZ,朗新科技,软件服务,行业应用软件,深交所,,381343748.0,0.015,20,2000只样本池基础保留
sh600797,600797.SH,浙大网新,软件服务,行业应用软件,上交所,,267189053.0,0.015,31,2000只样本池基础保留
sz300324,300324.SZ,旋极信息,软件服务,行业应用软件,深交所,,221257743.0,0.015,35,2000只样本池基础保留
sz002212,002212.SZ,天融信,软件服务,基础软件,深交所,,218492203.0,0.015,40,2000只样本池基础保留
sz300130,300130.SZ,新国都,IT设备,其他IT设备,深交所,,188061769.0,0.015,18,2000只样本池基础保留
sz000685,000685.SZ,中山公用,水务,水务,深交所,,159373173.0,0.015,12,2000只样本池基础保留
sz300070,300070.SZ,碧水源,环境保护,水治理,深交所,,128478019.0,0.015,11,2000只样本池基础保留
sh601808,601808.SH,中海油服,石油开采,油田服务,上交所,,264761847.0,0.015,7,2000只样本池基础保留
sh600968,600968.SH,海油发展,石油开采,油田服务,上交所,,196306487.0,0.015,11,2000只样本池基础保留
sz002842,002842.SZ,翔鹭钨业,小金属,钨钼,深交所,,1808994967.0,0.015,1,2000只样本池基础保留
sh601069,601069.SH,西部黄金,黄金,黄金,上交所,,1240062946.0,0.015,1,2000只样本池基础保留
sh601609,601609.SH,金田股份,铜,铜,上交所,,250886101.0,0.015,20,2000只样本池基础保留
sz002929,002929.SZ,润建股份,通信设备,网络工程施工,深交所,,1662450145.0,0.015,36,2000只样本池基础保留
sz301165,301165.SZ,锐捷网络,通信设备,网络接配及塔设,深交所,,1004676285.0,0.015,22,2000只样本池基础保留
sh603871,603871.SH,嘉友国际,仓储物流,跨境物流,上交所,,150508734.0,0.015,4,2000只样本池基础保留
sh600004,600004.SH,白云机场,机场,机场,上交所,,106564341.0,0.015,3,2000只样本池基础保留
sz002508,002508.SZ,老板电器,家用电器,厨房电器,深交所,,126692312.0,0.015,2,2000只样本池基础保留
sh688300,688300.SH,联瑞新材,矿物制品,非金属材料,上交所,,500422095.0,0.015,4,2000只样本池基础保留
sh603612,603612.SH,索通发展,矿物制品,非金属材料,上交所,,332200868.0,0.015,12,2000只样本池基础保留
sh600391,600391.SH,航发科技,航空,航空装备,上交所,,1180627651.0,0.015,3,2000只样本池基础保留
sh603267,603267.SH,鸿远电子,元器件,军工电子,上交所,,722279781.0,0.015,6,2000只样本池基础保留
sz002338,002338.SZ,奥普光电,电器仪表,军工电子,深交所,,483668943.0,0.015,10,2000只样本池基础保留
sz300101,300101.SZ,振芯科技,通信设备,军工电子,深交所,,408326805.0,0.015,17,2000只样本池基础保留
sh603833,603833.SH,欧派家居,家居用品,家具,上交所,,153416227.0,0.015,2,2000只样本池基础保留
sh600210,600210.SH,紫江企业,广告包装,塑料包装,上交所,,140141913.0,0.015,8,2000只样本池基础保留
sz300957,300957.SZ,贝泰妮,日用化工,化妆品,深交所,,254718149.0,0.015,7,2000只样本池基础保留
sh601860,601860.SH,紫金银行,银行,农商行,上交所,,100938594.0,0.014,0,2000只样本池基础保留
sz000620,000620.SZ,盈新发展,全国地产,住宅开发,深交所,,994638404.0,0.014,9,2000只样本池基础保留
sz002979,002979.SZ,雷赛智能,专用机械,工业控制设备,深交所,,1596634383.0,0.014,8,2000只样本池基础保留
sz300718,300718.SZ,长盛轴承,机械基件,机械基础件,深交所,,1381946742.0,0.014,7,2000只样本池基础保留
sz002896,002896.SZ,中大力德,机械基件,机械基础件,深交所,,1284800505.0,0.014,5,2000只样本池基础保留
sz301338,301338.SZ,凯格精机,专用机械,其他专用设备,深交所,,860306142.0,0.014,17,2000只样本池基础保留
sh603662,603662.SH,柯力传感,电器仪表,仪器仪表,上交所,,628642862.0,0.014,11,2000只样本池基础保留
sh688059,688059.SH,华锐精密,机械基件,金属制品,上交所,,491342086.0,0.014,2,2000只样本池基础保留
sz300415,300415.SZ,伊之密,专用机械,其他专用设备,深交所,,357936096.0,0.014,9,2000只样本池基础保留
sz000410,000410.SZ,沈阳机床,机床制造,机床制造,深交所,,215977196.0,0.014,6,2000只样本池基础保留
sh601311,601311.SH,骆驼股份,电气设备,其他电池,上交所,,472063034.0,0.014,14,2000只样本池基础保留
sz002169,002169.SZ,智光电气,电气设备,电网自动化,深交所,,270420469.0,0.014,17,2000只样本池基础保留
sz002121,002121.SZ,科陆电子,电器仪表,电工仪器,深交所,,246190427.0,0.014,12,2000只样本池基础保留
sz002785,002785.SZ,万里石,其他建材,其他建材,深交所,,618986954.0,0.014,9,2000只样本池基础保留
sz300613,300613.SZ,富瀚微,半导体,集成电路设计,深交所,,1699932772.0,0.014,15,2000只样本池基础保留
sz300489,300489.SZ,光智科技,专用机械,激光设备,深交所,,1370776032.0,0.014,11,2000只样本池基础保留
sh688515,688515.SH,裕太微,半导体,集成电路设计,上交所,,1209608983.0,0.014,11,2000只样本池基础保留
sz300814,300814.SZ,中富电路,元器件,PCB,深交所,,1121113525.0,0.014,12,2000只样本池基础保留
sz300975,300975.SZ,商络电子,元器件,其他电子,深交所,,1047044296.0,0.014,24,2000只样本池基础保留
sz002036,002036.SZ,联创电子,元器件,光学元件,深交所,,475240022.0,0.014,28,2000只样本池基础保留
sz300576,300576.SZ,容大感光,染料涂料,半导体材料,深交所,,393519280.0,0.014,5,2000只样本池基础保留
sz003035,003035.SZ,南网能源,新型电力,电能综合服务,深交所,,736686716.0,0.014,9,2000只样本池基础保留
sz000537,000537.SZ,绿发电力,新型电力,风力发电,深交所,,709567843.0,0.014,6,2000只样本池基础保留
sh601619,601619.SH,嘉泽新能,新型电力,风力发电,上交所,,534743371.0,0.014,5,2000只样本池基础保留
sh603393,603393.SH,新天然气,供气供热,燃气,上交所,,230190834.0,0.014,1,2000只样本池基础保留
sz300497,300497.SZ,富祥药业,化学制药,原料药,深交所,,1047824721.0,0.014,8,2000只样本池基础保留
sz300204,300204.SZ,舒泰神,生物制药,其他生物制药,深交所,,611992771.0,0.014,3,2000只样本池基础保留
sz002173,002173.SZ,创新医疗,医疗保健,医院,深交所,,602018578.0,0.014,9,2000只样本池基础保留
sz301093,301093.SZ,华兰股份,医疗保健,医疗耗材,深交所,,405880113.0,0.014,3,2000只样本池基础保留
sh688690,688690.SH,纳微科技,化工原料,其他化学制品,上交所,,344216639.0,0.014,2,2000只样本池基础保留
sh600572,600572.SH,康恩贝,中成药,中药,上交所,,231476798.0,0.014,7,2000只样本池基础保留
sz300357,300357.SZ,我武生物,生物制药,其他生物制药,深交所,,227494496.0,0.014,2,2000只样本池基础保留
sz002019,002019.SZ,亿帆医药,化学制药,化学制剂,深交所,,109714548.0,0.014,8,2000只样本池基础保留
sz002004,002004.SZ,华邦健康,农药化肥,农药,深交所,,106942145.0,0.014,11,2000只样本池基础保留
sz000403,000403.SZ,派林生物,生物制药,血液制品,深交所,,96484144.0,0.014,1,2000只样本池基础保留
sh688050,688050.SH,爱博医疗,医疗保健,医疗耗材,上交所,,72314623.0,0.014,1,2000只样本池基础保留
sh600771,600771.SH,广誉远,中成药,中药,上交所,,64231566.0,0.014,4,2000只样本池基础保留
sz002906,002906.SZ,华阳集团,汽车配件,汽车电子电气系统,深交所,,268153283.0,0.014,25,2000只样本池基础保留
sh688612,688612.SH,威迈斯,汽车配件,汽车电子电气系统,上交所,,189585808.0,0.014,5,2000只样本池基础保留
sh605289,605289.SH,罗曼股份,建筑工程,其他专业工程,上交所,,490440648.0,0.014,14,2000只样本池基础保留
sz002541,002541.SZ,鸿路钢构,钢加工,钢结构,深交所,,131560318.0,0.014,6,2000只样本池基础保留
sz300209,300209.SZ,行云科技,互联网,跨境电商,深交所,,2806053615.0,0.014,6,2000只样本池基础保留
sz300042,300042.SZ,朗科科技,IT设备,其他IT设备,深交所,,2795113302.0,0.014,14,2000只样本池基础保留
sz301095,301095.SZ,广立微,半导体,集成电路设计,深交所,,1028426903.0,0.014,9,2000只样本池基础保留
sz300520,300520.SZ,科大国创,软件服务,行业应用软件,深交所,,643752657.0,0.014,36,2000只样本池基础保留
sz002153,002153.SZ,石基信息,软件服务,云软件服务,深交所,,616234643.0,0.014,13,2000只样本池基础保留
sz300290,300290.SZ,荣科科技,软件服务,行业应用软件,深交所,,598958827.0,0.014,21,2000只样本池基础保留
sh688561,688561.SH,奇安信,软件服务,基础软件,上交所,,401194799.0,0.014,19,2000只样本池基础保留
sz000555,000555.SZ,神州信息,软件服务,行业应用软件,深交所,,334426426.0,0.014,26,2000只样本池基础保留
sz300047,300047.SZ,天源迪科,软件服务,行业应用软件,深交所,,303782169.0,0.014,40,2000只样本池基础保留
sh600850,600850.SH,电科数字,软件服务,其他云服务,上交所,,289427555.0,0.014,42,2000只样本池基础保留
sz300079,300079.SZ,数码视讯,IT设备,行业应用软件,深交所,,179769285.0,0.014,30,2000只样本池基础保留
sh600718,600718.SH,东软集团,软件服务,行业应用软件,上交所,,168022387.0,0.014,35,2000只样本池基础保留
sh603686,603686.SH,福龙马,环境保护,环保设备,上交所,,620543529.0,0.014,20,2000只样本池基础保留
sh600461,600461.SH,洪城环境,水务,水务,上交所,,73154599.0,0.014,6,2000只样本池基础保留
sz300164,300164.SZ,通源石油,石油开采,油气工程,深交所,,1062707727.0,0.014,5,2000只样本池基础保留
sz300191,300191.SZ,潜能恒信,石油开采,油田服务,深交所,,593606404.0,0.014,4,2000只样本池基础保留
sz002167,002167.SZ,东方锆业,小金属,其他金属,深交所,,396830742.0,0.014,9,2000只样本池基础保留
sh600776,600776.SH,东方通信,通信设备,其他通信设备,上交所,,1441929687.0,0.014,8,2000只样本池基础保留
sh600345,600345.SH,长江通信,通信设备,其他通信设备,上交所,,1249902796.0,0.014,14,2000只样本池基础保留
sz000839,000839.SZ,国安股份,综合类,电信增值服务,深交所,,171910711.0,0.014,11,2000只样本池基础保留
sh600057,600057.SH,厦门象屿,仓储物流,供应链服务,上交所,,200485046.0,0.014,8,2000只样本池基础保留
sz002010,002010.SZ,传化智联,仓储物流,供应链服务,深交所,,132098480.0,0.014,12,2000只样本池基础保留
sz001330,001330.SZ,博纳影业,影视音像,发行院线,深交所,,869268441.0,0.014,6,2000只样本池基础保留
sh601098,601098.SH,中南传媒,出版业,教育出版,上交所,,138764467.0,0.014,4,2000只样本池基础保留
sh600906,600906.SH,财达证券,证券,证券,上交所,,217219451.0,0.014,1,2000只样本池基础保留
sz000935,000935.SZ,四川双马,水泥,水泥制造,深交所,,186344958.0,0.014,5,2000只样本池基础保留
sz000818,000818.SZ,航锦科技,化工原料,氯碱,深交所,,2175440668.0,0.014,17,2000只样本池基础保留
sz002549,002549.SZ,凯美特气,环境保护,大气治理,深交所,,849403185.0,0.014,8,2000只样本池基础保留
sz301071,301071.SZ,力量钻石,矿物制品,非金属材料,深交所,,623172108.0,0.014,3,2000只样本池基础保留
sh600623,600623.SH,华谊集团,化工原料,煤化工,上交所,,545948768.0,0.014,8,2000只样本池基础保留
sh605020,605020.SH,永和股份,化工原料,氟化工,上交所,,502358107.0,0.014,3,2000只样本池基础保留
sh600500,600500.SH,中化国际,塑料,其他化学制品,上交所,,405934518.0,0.014,8,2000只样本池基础保留
sz002246,002246.SZ,北化股份,化工原料,民爆制品,深交所,,389730832.0,0.014,6,2000只样本池基础保留
sh603599,603599.SH,广信股份,农药化肥,农药,上交所,,380794840.0,0.014,1,2000只样本池基础保留
sz002597,002597.SZ,金禾实业,食品,食品助剂,深交所,,309303362.0,0.014,6,2000只样本池基础保留
sh603360,603360.SH,百傲化学,农药化肥,农药,上交所,,304700153.0,0.014,4,2000只样本池基础保留
sz300938,300938.SZ,信测标准,电器仪表,检测服务,深交所,,1376072728.0,0.014,10,2000只样本池基础保留
sh688523,688523.SH,航天环宇,航空,航天装备,上交所,,1468586882.0,0.014,6,2000只样本池基础保留
sz300726,300726.SZ,宏达电子,元器件,军工电子,深交所,,487834899.0,0.014,8,2000只样本池基础保留
sh688543,688543.SH,国科军工,专用机械,地面兵装,上交所,,480290323.0,0.014,6,2000只样本池基础保留
sz002515,002515.SZ,金字火腿,食品,肉制品,深交所,,691091347.0,0.014,6,2000只样本池基础保留
sh600507,600507.SH,方大特钢,特种钢,特钢,上交所,,113357197.0,0.014,2,2000只样本池基础保留
sh601005,601005.SH,重庆钢铁,普钢,板材,上交所,,87623911.0,0.014,5,2000只样本池基础保留
sh600103,600103.SH,青山纸业,造纸,特种纸,上交所,,1200426061.0,0.014,9,2000只样本池基础保留
sz002229,002229.SZ,鸿博股份,广告包装,印刷,深交所,,977399018.0,0.014,18,2000只样本池基础保留
sh688363,688363.SH,华熙生物,医疗保健,医美耗材,上交所,,105511821.0,0.014,3,2000只样本池基础保留
sh600325,600325.SH,华发股份,区域地产,住宅开发,上交所,,201099178.0,0.013,4,2000只样本池基础保留
sz002315,002315.SZ,焦点科技,互联网,跨境电商,深交所,,542917506.0,0.013,12,2000只样本池基础保留
sh601061,601061.SH,中信金属,商贸代理,贸易,上交所,,282042279.0,0.013,6,2000只样本池基础保留
sz301078,301078.SZ,孩子王,其他商业,专业连锁,深交所,,204388266.0,0.013,13,2000只样本池基础保留
sz002251,002251.SZ,步步高,超市连锁,超市及便利店,深交所,,182799013.0,0.013,4,2000只样本池基础保留
sz002009,002009.SZ,天奇股份,工程机械,其他专用设备,深交所,,1332701913.0,0.013,22,2000只样本池基础保留
sz002685,002685.SZ,华东重机,机床制造,机床制造,深交所,,1201676573.0,0.013,12,2000只样本池基础保留
sz301392,301392.SZ,汇成真空,专用机械,其他专用设备,深交所,,1072264362.0,0.013,7,2000只样本池基础保留
sz300480,300480.SZ,光力科技,专用机械,能源及重型设备,深交所,,699458061.0,0.013,13,2000只样本池基础保留
sh688698,688698.SH,伟创电气,电气设备,工业控制设备,上交所,,682255503.0,0.013,9,2000只样本池基础保留
sz002779,002779.SZ,中坚科技,农用机械,农用机械,深交所,,568691761.0,0.013,2,2000只样本池基础保留
sz002698,002698.SZ,博实股份,化工机械,其他专用设备,深交所,,489869606.0,0.013,8,2000只样本池基础保留
sh688596,688596.SH,正帆科技,专用机械,半导体设备,上交所,,254084748.0,0.013,9,2000只样本池基础保留
sz002006,002006.SZ,精工科技,专用机械,纺织服装设备,深交所,,249870649.0,0.013,14,2000只样本池基础保留
sh600835,600835.SH,上海机电,运输设备,楼宇设备,上交所,,226550177.0,0.013,8,2000只样本池基础保留
sz002097,002097.SZ,山河智能,工程机械,工程机械整机,深交所,,180198829.0,0.013,16,2000只样本池基础保留
sh603337,603337.SH,杰克科技,纺织机械,纺织服装设备,上交所,,153481019.0,0.013,4,2000只样本池基础保留
sh688425,688425.SH,铁建重工,工程机械,工程机械整机,上交所,,83545299.0,0.013,12,2000只样本池基础保留
sz301292,301292.SZ,海科新源,化工原料,电池化学品,深交所,,1745737799.0,0.013,4,2000只样本池基础保留
sz002079,002079.SZ,苏州固锝,电气设备,光伏辅材,深交所,,866809147.0,0.013,24,2000只样本池基础保留
sz002733,002733.SZ,雄韬股份,电气设备,燃料电池,深交所,,756984150.0,0.013,17,2000只样本池基础保留
