代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sh688006,688006.SH,杭可科技,电气设备,锂电设备,上交所,,724239688.0,0.013,5,2000只样本池基础保留
sz300660,300660.SZ,江苏雷利,电气设备,电机制造,深交所,,711075163.0,0.013,16,2000只样本池基础保留
sh600481,600481.SH,双良节能,电气设备,光伏硅片,上交所,,510774675.0,0.013,18,2000只样本池基础保留
sh600268,600268.SH,国电南自,电气设备,电网自动化,上交所,,363297056.0,0.013,22,2000只样本池基础保留
sz300772,300772.SZ,运达股份,电气设备,风电整机,深交所,,298812027.0,0.013,7,2000只样本池基础保留
sz002255,002255.SZ,海陆重工,专用机械,其他发电设备,深交所,,233455647.0,0.013,10,2000只样本池基础保留
sz002043,002043.SZ,兔宝宝,其他建材,其他建材,深交所,,159721783.0,0.013,1,2000只样本池基础保留
sz002083,002083.SZ,孚日股份,纺织,家纺,深交所,,373978916.0,0.013,11,2000只样本池基础保留
sh600916,600916.SH,中国黄金,服饰,钟表珠宝,上交所,,281111294.0,0.013,4,2000只样本池基础保留
sz002215,002215.SZ,诺普信,农药化肥,农药,深交所,,232245877.0,0.013,6,2000只样本池基础保留
sz002458,002458.SZ,益生股份,农业综合,肉鸡养殖,深交所,,199725663.0,0.013,2,2000只样本池基础保留
sh603936,603936.SH,博敏电子,元器件,PCB,上交所,,1376110666.0,0.013,24,2000只样本池基础保留
sh603002,603002.SH,宏昌电子,化工原料,合成树脂,上交所,,1199224897.0,0.013,6,2000只样本池基础保留
sh688233,688233.SH,神工股份,半导体,半导体材料,上交所,,631610440.0,0.013,2,2000只样本池基础保留
sh688380,688380.SH,中微半导,半导体,集成电路设计,上交所,,572449266.0,0.013,11,2000只样本池基础保留
sh688508,688508.SH,芯朋微,半导体,集成电路设计,上交所,,410001038.0,0.013,12,2000只样本池基础保留
sh603690,603690.SH,至纯科技,半导体,半导体设备,上交所,,315838726.0,0.013,6,2000只样本池基础保留
sh688378,688378.SH,奥来德,专用机械,其他专用设备,上交所,,289279998.0,0.013,6,2000只样本池基础保留
sz300327,300327.SZ,中颖电子,半导体,集成电路设计,深交所,,268117848.0,0.013,16,2000只样本池基础保留
sh600396,600396.SH,华电辽能,火力发电,火力发电,上交所,,4470578145.0,0.013,6,2000只样本池基础保留
sh600726,600726.SH,华电能源,火力发电,火力发电,上交所,,4317968140.0,0.013,3,2000只样本池基础保留
sz000791,000791.SZ,甘肃能源,水力发电,水力发电,深交所,,1386687938.0,0.013,5,2000只样本池基础保留
sz002256,002256.SZ,兆新股份,新型电力,光伏发电,深交所,,1295413860.0,0.013,9,2000只样本池基础保留
sh600509,600509.SH,天富能源,火力发电,火力发电,上交所,,377952166.0,0.013,12,2000只样本池基础保留
sh600098,600098.SH,广州发展,火力发电,火力发电,上交所,,304581697.0,0.013,10,2000只样本池基础保留
sz300723,300723.SZ,一品红,化学制药,化学制剂,深交所,,1016815728.0,0.013,9,2000只样本池基础保留
sz002437,002437.SZ,誉衡药业,化学制药,化学制剂,深交所,,304647461.0,0.013,5,2000只样本池基础保留
sh688192,688192.SH,迪哲医药,生物制药,其他生物制药,上交所,,231753989.0,0.013,1,2000只样本池基础保留
sh603882,603882.SH,金域医学,医疗保健,诊断服务,上交所,,231403224.0,0.013,13,2000只样本池基础保留
sh603456,603456.SH,九洲药业,医疗保健,医疗研发外包,上交所,,203516760.0,0.013,6,2000只样本池基础保留
sh688016,688016.SH,心脉医疗,医疗保健,医疗耗材,上交所,,179973522.0,0.013,0,2000只样本池基础保留
sh600056,600056.SH,中国医药,医药商业,医药流通,上交所,,165885897.0,0.013,4,2000只样本池基础保留
sh688068,688068.SH,热景生物,医疗保健,诊断试剂,上交所,,145337770.0,0.013,5,2000只样本池基础保留
sz300595,300595.SZ,欧普康视,医疗保健,医疗耗材,深交所,,107853264.0,0.013,4,2000只样本池基础保留
sh600993,600993.SH,马应龙,中成药,中药,上交所,,103215034.0,0.013,3,2000只样本池基础保留
sh600062,600062.SH,华润双鹤,化学制药,化学制剂,上交所,,102441374.0,0.013,8,2000只样本池基础保留
sz301263,301263.SZ,泰恩康,医药商业,医药流通,深交所,,100582504.0,0.013,4,2000只样本池基础保留
sz000700,000700.SZ,模塑科技,汽车配件,车身附件及饰件,深交所,,1934488705.0,0.013,8,2000只样本池基础保留
sh600480,600480.SH,凌云股份,汽车配件,其他汽车零部件,上交所,,711667943.0,0.013,17,2000只样本池基础保留
sh603358,603358.SH,华达科技,汽车配件,车身附件及饰件,上交所,,490961565.0,0.013,7,2000只样本池基础保留
sz002239,002239.SZ,奥特佳,汽车配件,汽车电子电气系统,深交所,,206348073.0,0.013,13,2000只样本池基础保留
sz000065,000065.SZ,北方国际,建筑工程,国际工程,深交所,,566551434.0,0.013,12,2000只样本池基础保留
sz002163,002163.SZ,海南发展,装修装饰,装修装饰,深交所,,478152949.0,0.013,4,2000只样本池基础保留
sh603859,603859.SH,能科科技,软件服务,行业应用软件,上交所,,339090497.0,0.013,25,2000只样本池基础保留
sz002368,002368.SZ,太极股份,软件服务,行业应用软件,深交所,,306075975.0,0.013,33,2000只样本池基础保留
sz300036,300036.SZ,超图软件,软件服务,行业应用软件,深交所,,201117392.0,0.013,37,2000只样本池基础保留
sz002221,002221.SZ,东华能源,石油加工,其他石化,深交所,,97450123.0,0.013,8,2000只样本池基础保留
sh600888,600888.SH,新疆众和,铝,铝,上交所,,327245666.0,0.013,4,2000只样本池基础保留
sz300224,300224.SZ,正海磁材,矿物制品,磁性材料,深交所,,269320130.0,0.013,10,2000只样本池基础保留
sz301382,301382.SZ,蜂助手,互联网,互联网广告,深交所,,663350707.0,0.013,18,2000只样本池基础保留
sz002123,002123.SZ,梦网科技,互联网,电信增值服务,深交所,,155927643.0,0.013,33,2000只样本池基础保留
sz000089,000089.SZ,深圳机场,机场,机场,深交所,,64431434.0,0.013,2,2000只样本池基础保留
sz002181,002181.SZ,粤传媒,出版业,大众出版,深交所,,2078207922.0,0.013,15,2000只样本池基础保留
sh600556,600556.SH,天下秀,互联网,互联网广告,上交所,,481720864.0,0.013,19,2000只样本池基础保留
sz300031,300031.SZ,宝通科技,互联网,游戏,深交所,,466990916.0,0.013,20,2000只样本池基础保留
sz002292,002292.SZ,奥飞娱乐,影视音像,影视制作,深交所,,377527054.0,0.013,13,2000只样本池基础保留
sh600864,600864.SH,哈投股份,证券,证券,上交所,,211243998.0,0.013,2,2000只样本池基础保留
sz002670,002670.SZ,国盛证券,证券,证券,深交所,,145864471.0,0.013,1,2000只样本池基础保留
sh600621,600621.SH,华鑫股份,证券,证券,上交所,,128258292.0,0.013,6,2000只样本池基础保留
sz000801,000801.SZ,四川九洲,家用电器,其他黑色家电,深交所,,479920961.0,0.013,22,2000只样本池基础保留
sz002011,002011.SZ,盾安环境,家用电器,家电零部件,深交所,,406917334.0,0.013,13,2000只样本池基础保留
sz002032,002032.SZ,苏泊尔,家用电器,厨房小家电,深交所,,92506287.0,0.013,2,2000只样本池基础保留
sz002470,002470.SZ,金正大,农药化肥,复合肥,深交所,,634992081.0,0.013,4,2000只样本池基础保留
sz002455,002455.SZ,百川股份,化工原料,有机化工原料,深交所,,464518299.0,0.013,9,2000只样本池基础保留
sz002440,002440.SZ,闰土股份,染料涂料,纺织化学品,深交所,,415671784.0,0.013,2,2000只样本池基础保留
sh603505,603505.SH,金石资源,化工原料,氟化工,上交所,,402069922.0,0.013,5,2000只样本池基础保留
sh603281,603281.SH,江瀚新材,化工原料,有机硅,上交所,,226451081.0,0.013,2,2000只样本池基础保留
sz300072,300072.SZ,海新能科,化工原料,其他化学制品,深交所,,149191272.0,0.013,9,2000只样本池基础保留
sh600273,600273.SH,嘉化能源,化工原料,有机化工原料,上交所,,110657556.0,0.013,6,2000只样本池基础保留
sz002023,002023.SZ,海特高新,航空,航空装备,深交所,,609629990.0,0.013,17,2000只样本池基础保留
sh601890,601890.SH,亚星锚链,船舶,航海装备,上交所,,403572670.0,0.013,5,2000只样本池基础保留
sh688563,688563.SH,航材股份,航空,航空装备,上交所,,300868582.0,0.013,7,2000只样本池基础保留
sh603712,603712.SH,七一二,通信设备,军工电子,上交所,,251319909.0,0.013,11,2000只样本池基础保留
sh601969,601969.SH,海南矿业,普钢,铁矿石,上交所,,433742156.0,0.013,11,2000只样本池基础保留
sz002348,002348.SZ,高乐股份,文教休闲,娱乐用品,深交所,,546409195.0,0.013,7,2000只样本池基础保留
sh600567,600567.SH,山鹰国际,造纸,大宗用纸,上交所,,114408331.0,0.013,8,2000只样本池基础保留
sz300888,300888.SZ,稳健医疗,医疗保健,医疗耗材,深交所,,91523242.0,0.013,5,2000只样本池基础保留
sh600094,600094.SH,大名城,区域地产,住宅开发,上交所,,137052136.0,0.012,13,2000只样本池基础保留
sh600185,600185.SH,珠免集团,旅游服务,旅游服务,上交所,,171477894.0,0.012,6,2000只样本池基础保留
sh603698,603698.SH,航天工程,专用机械,能源及重型设备,上交所,,2495300775.0,0.012,5,2000只样本池基础保留
sz002272,002272.SZ,川润股份,机械基件,其他通用设备,深交所,,1020790135.0,0.012,19,2000只样本池基础保留
sh603011,603011.SH,合锻智能,专用机械,其他专用设备,上交所,,623408778.0,0.012,19,2000只样本池基础保留
sz300382,300382.SZ,斯莱克,专用机械,印刷包装机械,深交所,,376516236.0,0.012,10,2000只样本池基础保留
sh605305,605305.SH,中际联合,工程机械,工程机械整机,上交所,,370987991.0,0.012,2,2000只样本池基础保留
sz300276,300276.SZ,三丰智能,专用机械,其他专用设备,深交所,,370916074.0,0.012,11,2000只样本池基础保留
sz000837,000837.SZ,秦川机床,机床制造,机床制造,深交所,,369432925.0,0.012,11,2000只样本池基础保留
sh688003,688003.SH,天准科技,专用机械,其他专用设备,上交所,,355359525.0,0.012,19,2000只样本池基础保留
sz000927,000927.SZ,中国铁物,仓储物流,供应链服务,深交所,,226071718.0,0.012,4,2000只样本池基础保留
sz002073,002073.SZ,软控股份,专用机械,其他专用设备,深交所,,153881863.0,0.012,12,2000只样本池基础保留
sz300048,300048.SZ,合康新能,电气设备,输变电设备,深交所,,142565584.0,0.012,10,2000只样本池基础保留
sh603985,603985.SH,恒润股份,电气设备,风电零部件,上交所,,1080033770.0,0.012,7,2000只样本池基础保留
sh603507,603507.SH,振江股份,电气设备,风电零部件,上交所,,1079708590.0,0.012,8,2000只样本池基础保留
sz002196,002196.SZ,方正电机,纺织机械,电机制造,深交所,,995487013.0,0.012,9,2000只样本池基础保留
sz300153,300153.SZ,科泰电源,电气设备,其他发电设备,深交所,,665939525.0,0.012,8,2000只样本池基础保留
sz301487,301487.SZ,盟固利,化工原料,电池化学品,深交所,,495536624.0,0.012,8,2000只样本池基础保留
sz000049,000049.SZ,德赛电池,电气设备,锂电池,深交所,,417431425.0,0.012,16,2000只样本池基础保留
sz300222,300222.SZ,科大智能,电气设备,电网自动化,深交所,,416609143.0,0.012,19,2000只样本池基础保留
sz300443,300443.SZ,金雷股份,电气设备,风电零部件,深交所,,311304407.0,0.012,5,2000只样本池基础保留
sh688663,688663.SH,新风光,电气设备,电网自动化,上交所,,284301268.0,0.012,9,2000只样本池基础保留
sz300128,300128.SZ,锦富技术,元器件,光学元件,深交所,,277430177.0,0.012,20,2000只样本池基础保留
sz002533,002533.SZ,金杯电工,电气设备,线缆部件及其他,深交所,,182474556.0,0.012,18,2000只样本池基础保留
sz001212,001212.SZ,中旗新材,其他建材,其他建材,深交所,,424623256.0,0.012,8,2000只样本池基础保留
sz000672,000672.SZ,上峰水泥,水泥,水泥制造,深交所,,300568146.0,0.012,6,2000只样本池基础保留
sz002372,002372.SZ,伟星新材,其他建材,管材,深交所,,86226836.0,0.012,6,2000只样本池基础保留
sz002233,002233.SZ,塔牌集团,水泥,水泥制造,深交所,,67645679.0,0.012,2,2000只样本池基础保留
sz002832,002832.SZ,比音勒芬,服饰,运动服装,深交所,,232125939.0,0.012,5,2000只样本池基础保留
sz002003,002003.SZ,伟星股份,服饰,辅料,深交所,,84397234.0,0.012,1,2000只样本池基础保留
sh600108,600108.SH,亚盛集团,种植业,其他种植业,上交所,,314514079.0,0.012,7,2000只样本池基础保留
sz002213,002213.SZ,大为股份,半导体,集成电路设计,深交所,,1948631895.0,0.012,12,2000只样本池基础保留
sz300671,300671.SZ,富满微,半导体,集成电路设计,深交所,,1629833368.0,0.012,12,2000只样本池基础保留
sz000727,000727.SZ,冠捷科技,元器件,面板,深交所,,825095306.0,0.012,23,2000只样本池基础保留
sh688549,688549.SH,中巨芯,元器件,其他电子,上交所,,678523322.0,0.012,4,2000只样本池基础保留
sz300843,300843.SZ,胜蓝股份,元器件,消费电子组件,深交所,,607835499.0,0.012,17,2000只样本池基础保留
sz002741,002741.SZ,光华科技,化工原料,半导体材料,深交所,,536562767.0,0.012,11,2000只样本池基础保留
sh688049,688049.SH,炬芯科技,半导体,集成电路设计,上交所,,277220764.0,0.012,11,2000只样本池基础保留
sz301086,301086.SZ,鸿富瀚,元器件,消费电子组件,深交所,,265413535.0,0.012,11,2000只样本池基础保留
sh688709,688709.SH,成都华微,半导体,集成电路设计,上交所,,254333931.0,0.012,13,2000只样本池基础保留
sh603991,603991.SH,至正股份,半导体,半导体材料,上交所,,232723148.0,0.012,7,2000只样本池基础保留
sz002387,002387.SZ,维信诺,元器件,面板,深交所,,84643583.0,0.012,11,2000只样本池基础保留
sz000767,000767.SZ,晋控电力,火力发电,火力发电,深交所,,1014395581.0,0.012,4,2000只样本池基础保留
sh600032,600032.SH,浙江新能,新型电力,光伏发电,上交所,,693446713.0,0.012,5,2000只样本池基础保留
sh603950,603950.SH,长源东谷,汽车配件,底盘与发动机系统,上交所,,1187332973.0,0.012,5,2000只样本池基础保留
sz300547,300547.SZ,川环科技,汽车配件,底盘与发动机系统,深交所,,658081068.0,0.012,12,2000只样本池基础保留
sz000880,000880.SZ,潍柴重机,专用机械,内燃机,深交所,,568815511.0,0.012,1,2000只样本池基础保留
sz002448,002448.SZ,中原内配,汽车配件,底盘与发动机系统,深交所,,553858727.0,0.012,17,2000只样本池基础保留
sz300580,300580.SZ,贝斯特,汽车配件,底盘与发动机系统,深交所,,474549506.0,0.012,11,2000只样本池基础保留
sz002265,002265.SZ,建设工业,专用机械,地面兵装,深交所,,419601074.0,0.012,8,2000只样本池基础保留
sh603809,603809.SH,豪能股份,汽车配件,底盘与发动机系统,上交所,,244495747.0,0.012,13,2000只样本池基础保留
sh600651,600651.SH,飞乐音响,电器仪表,LED,上交所,,204340099.0,0.012,11,2000只样本池基础保留
sz002537,002537.SZ,海联金汇,汽车配件,车身附件及饰件,深交所,,190939616.0,0.012,13,2000只样本池基础保留
sz002510,002510.SZ,天汽模,汽车配件,其他汽车零部件,深交所,,171667805.0,0.012,11,2000只样本池基础保留
sh600339,600339.SH,中油工程,石油开采,油气工程,上交所,,340363337.0,0.012,10,2000只样本池基础保留
sz300055,300055.SZ,万邦达,石油加工,其他石化,深交所,,252590270.0,0.012,7,2000只样本池基础保留
