所属池,代码,展示代码,名称,市场,行业,细分领域,名单分类,来源,入池理由,评分,阶段用途
2000只样本股票池,sz002240,002240.SZ,盛新锂能,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002558,002558.SZ,巨人网络,深交所,传媒,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600015,600015.SH,华夏银行,上交所,银行,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002131,002131.SZ,利欧股份,深交所,机械设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600482,600482.SH,中国动力,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688048,688048.SH,长光华芯,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000975,000975.SZ,山金国际,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301358,301358.SZ,湖南裕能,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601179,601179.SH,中国西电,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600436,600436.SH,片仔癀,上交所,医药生物,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601869,601869.SH,长飞光纤,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300418,300418.SZ,昆仑万维,深交所,传媒,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002407,002407.SZ,多氟多,深交所,基础化工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600795,600795.SH,国电电力,上交所,公用事业,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688313,688313.SH,仕佳光子,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000166,000166.SZ,申万宏源,深交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh605499,605499.SH,东鹏饮料,上交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300223,300223.SZ,北京君正,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603296,603296.SH,华勤技术,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002493,002493.SZ,荣盛石化,深交所,石油石化,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601377,601377.SH,兴业证券,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600580,600580.SH,卧龙电驱,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002311,002311.SZ,海大集团,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688361,688361.SH,中科飞测,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300207,300207.SZ,欣旺达,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600570,600570.SH,恒生电子,上交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600188,600188.SH,兖矿能源,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300751,300751.SZ,迈为股份,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000703,000703.SZ,恒逸石化,深交所,石油石化,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000831,000831.SZ,中国稀土,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601995,601995.SH,中金公司,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600760,600760.SH,中航沈飞,上交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000157,000157.SZ,中联重科,深交所,机械设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002074,002074.SZ,国轩高科,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688702,688702.SH,盛科通信,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688126,688126.SH,沪硅产业,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300661,300661.SZ,圣邦股份,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601868,601868.SH,中国能建,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300017,300017.SZ,网宿科技,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603659,603659.SH,璞泰来,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002126,002126.SZ,银轮股份,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601360,601360.SH,三六零,上交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600221,600221.SH,海航控股,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601077,601077.SH,渝农商行,上交所,银行,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600885,600885.SH,宏发股份,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300666,300666.SZ,江丰电子,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603893,603893.SH,瑞芯微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002422,002422.SZ,科伦药业,深交所,医药生物,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000066,000066.SZ,中国长城,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600157,600157.SH,永泰能源,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002966,002966.SZ,苏州银行,深交所,银行,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600498,600498.SH,烽火通信,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002080,002080.SZ,中材科技,深交所,建筑材料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688037,688037.SH,芯源微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600219,600219.SH,南山铝业,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002850,002850.SZ,科达利,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601058,601058.SH,赛轮轮胎,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002236,002236.SZ,大华股份,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002428,002428.SZ,云南锗业,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600392,600392.SH,盛和资源,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600115,600115.SH,中国东航,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600233,600233.SH,圆通速递,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600415,600415.SH,小商品城,上交所,商贸零售,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603308,603308.SH,应流股份,上交所,机械设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300037,300037.SZ,新宙邦,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz003816,003816.SZ,中国广核,深交所,公用事业,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300339,300339.SZ,润和软件,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600026,600026.SH,中远海能,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600143,600143.SH,金发科技,上交所,基础化工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002128,002128.SZ,电投能源,深交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300346,300346.SZ,南大光电,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688099,688099.SH,晶晨股份,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300803,300803.SZ,指南针,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300620,300620.SZ,光库科技,深交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688027,688027.SH,国盾量子,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002497,002497.SZ,雅化集团,深交所,基础化工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002595,002595.SZ,豪迈科技,深交所,机械设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601877,601877.SH,正泰电器,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600601,600601.SH,方正科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688469,688469.SH,芯联集成,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601233,601233.SH,桐昆股份,上交所,石油石化,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000301,000301.SZ,东方盛虹,深交所,石油石化,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000960,000960.SZ,锡业股份,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600330,600330.SH,天通股份,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603228,603228.SH,景旺电子,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300782,300782.SZ,卓胜微,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600352,600352.SH,浙江龙盛,上交所,基础化工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601898,601898.SH,中煤能源,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002185,002185.SZ,华天科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600460,600460.SH,士兰微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688249,688249.SH,晶合集成,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600009,600009.SH,上海机场,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688047,688047.SH,龙芯中科,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688200,688200.SH,华峰测控,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688036,688036.SH,传音控股,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002756,002756.SZ,永兴材料,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002555,002555.SZ,三七互娱,深交所,传媒,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002736,002736.SZ,国信证券,深交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002222,002222.SZ,福晶科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600886,600886.SH,国投电力,上交所,公用事业,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000768,000768.SZ,中航西飞,深交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002487,002487.SZ,大金重工,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000021,000021.SZ,深科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002155,002155.SZ,湖南黄金,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002797,002797.SZ,第一创业,深交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601555,601555.SH,东吴证券,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600839,600839.SH,四川长虹,上交所,家用电器,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601208,601208.SH,东材科技,上交所,基础化工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002465,002465.SZ,海格通信,深交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz001979,001979.SZ,招商蛇口,深交所,房地产,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300115,300115.SZ,长盈精密,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600196,600196.SH,复星医药,上交所,医药生物,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601117,601117.SH,中国化学,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000547,000547.SZ,航天发展,深交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600372,600372.SH,中航机载,上交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600011,600011.SH,华能国际,上交所,公用事业,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601186,601186.SH,中国铁建,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002920,002920.SZ,德赛西威,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002517,002517.SZ,恺英网络,深交所,传媒,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601698,601698.SH,中国卫通,上交所,国防军工,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300438,300438.SZ,鹏辉能源,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688195,688195.SH,腾景科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688396,688396.SH,华润微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300759,300759.SZ,康龙化成,深交所,医药生物,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600256,600256.SH,广汇能源,上交所,石油石化,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600884,600884.SH,杉杉股份,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300919,300919.SZ,中伟新材,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688019,688019.SH,安集科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600674,600674.SH,川投能源,上交所,公用事业,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002252,002252.SZ,上海莱士,深交所,医药生物,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600741,600741.SH,华域汽车,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300454,300454.SZ,深信服,深交所,计算机,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601788,601788.SH,光大证券,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601901,601901.SH,方正证券,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601066,601066.SH,中信建投,上交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
