股票代码,板块类别,类别代码,板块名称,板块代码,来源文件,行业名称,细分行业名称
sz002682,风格板块,FG,商誉减值,880817,infoharbor_block.dat,仓储物流,供应链服务
sz002685,风格板块,FG,商誉减值,880817,infoharbor_block.dat,机床制造,机床制造
sz002688,风格板块,FG,商誉减值,880817,infoharbor_block.dat,农业综合,动物保健
sz002702,风格板块,FG,商誉减值,880817,infoharbor_block.dat,食品,预加工食品
sz002713,风格板块,FG,商誉减值,880817,infoharbor_block.dat,装修装饰,装修装饰
sz002723,风格板块,FG,商誉减值,880817,infoharbor_block.dat,家用电器,个护小家电
sz002726,风格板块,FG,商誉减值,880817,infoharbor_block.dat,食品,肉制品
sz002735,风格板块,FG,商誉减值,880817,infoharbor_block.dat,塑料,塑料包装
sz002737,风格板块,FG,商誉减值,880817,infoharbor_block.dat,中成药,中药
sz002742,风格板块,FG,商誉减值,880817,infoharbor_block.dat,水泥,水泥制品
sz002745,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,LED
sz002775,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,园林工程
sz002789,风格板块,FG,商誉减值,880817,infoharbor_block.dat,装修装饰,装修装饰
sz002808,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,光学元件
sz002819,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,仪器仪表
sz002822,风格板块,FG,商誉减值,880817,infoharbor_block.dat,装修装饰,装修装饰
sz002828,风格板块,FG,商誉减值,880817,infoharbor_block.dat,石油开采,油田服务
sz002829,风格板块,FG,商誉减值,880817,infoharbor_block.dat,航空,航天装备
sz002837,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,其他专用设备
sz002843,风格板块,FG,商誉减值,880817,infoharbor_block.dat,钢加工,金属制品
sz002851,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,其他发电设备
sz002856,风格板块,FG,商誉减值,880817,infoharbor_block.dat,装修装饰,装修装饰
sz002869,风格板块,FG,商誉减值,880817,infoharbor_block.dat,通信设备,其他电子
sz002927,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,配电设备
sz002929,风格板块,FG,商誉减值,880817,infoharbor_block.dat,通信设备,网络工程施工
sz002930,风格板块,FG,商誉减值,880817,infoharbor_block.dat,仓储物流,仓储物流
sz002951,风格板块,FG,商誉减值,880817,infoharbor_block.dat,广告包装,纸包装
sz002981,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,消费电子组件
sz003007,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,云软件服务
sz003030,风格板块,FG,商誉减值,880817,infoharbor_block.dat,食品,其他农产品加工
sz003032,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,教育培训
sz300053,风格板块,FG,商誉减值,880817,infoharbor_block.dat,半导体,集成电路设计
sz300056,风格板块,FG,商誉减值,880817,infoharbor_block.dat,环境保护,大气治理
sz300062,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,输变电设备
sz300066,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,仪器仪表
sz300071,风格板块,FG,商誉减值,880817,infoharbor_block.dat,广告包装,互联网广告
sz300072,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化工原料,其他化学制品
sz300081,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,电信增值服务
sz300086,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化学制药,化学制剂
sz300087,风格板块,FG,商誉减值,880817,infoharbor_block.dat,种植业,种子
sz300110,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化学制药,化学制剂
sz300112,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,仪器仪表
sz300120,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,面板
sz300123,风格板块,FG,商誉减值,880817,infoharbor_block.dat,半导体,军工电子
sz300132,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化工原料,化妆品
sz300165,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,仪器仪表
sz300171,风格板块,FG,商誉减值,880817,infoharbor_block.dat,医疗保健,制药装备
sz300173,风格板块,FG,商誉减值,880817,infoharbor_block.dat,轻工机械,锂电设备
sz300180,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化纤,合成革
sz300188,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,基础软件
sz300190,风格板块,FG,商誉减值,880817,infoharbor_block.dat,环境保护,固废治理
sz300194,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化学制药,化学制剂
sz300197,风格板块,FG,商誉减值,880817,infoharbor_block.dat,环境保护,生态修复
sz300213,风格板块,FG,商誉减值,880817,infoharbor_block.dat,通信设备,其他通信设备
sz300229,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300244,风格板块,FG,商誉减值,880817,infoharbor_block.dat,医疗保健,诊断服务
sz300246,风格板块,FG,商誉减值,880817,infoharbor_block.dat,医疗保健,医疗设备
sz300253,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300271,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300276,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,其他专用设备
sz300291,风格板块,FG,商誉减值,880817,infoharbor_block.dat,影视音像,影视制作
sz300294,风格板块,FG,商誉减值,880817,infoharbor_block.dat,生物制药,血液制品
sz300296,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,LED
sz300315,风格板块,FG,商誉减值,880817,infoharbor_block.dat,互联网,游戏
sz300320,风格板块,FG,商誉减值,880817,infoharbor_block.dat,橡胶,橡胶制品
sz300324,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300326,风格板块,FG,商誉减值,880817,infoharbor_block.dat,医疗保健,医疗耗材
sz300331,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,光学元件
sz300338,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,教育培训
sz300346,风格板块,FG,商誉减值,880817,infoharbor_block.dat,半导体,半导体材料
sz300368,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他IT设备
sz300375,风格板块,FG,商誉减值,880817,infoharbor_block.dat,汽车配件,底盘与发动机系统
sz300383,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,云基础设施服务
sz300411,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,其他通用设备
sz300419,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300423,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,输变电设备
sz300430,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,工业控制设备
sz300459,风格板块,FG,商誉减值,880817,infoharbor_block.dat,互联网,游戏
sz300477,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,配电设备
sz300500,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz300503,风格板块,FG,商誉减值,880817,infoharbor_block.dat,机械基件,机械基础件
sz300510,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电气设备,电网自动化
sz300513,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300520,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300542,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300546,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他IT设备
sz300552,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他IT设备
sz300560,风格板块,FG,商誉减值,880817,infoharbor_block.dat,通信设备,网络优化运维
sz300561,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300571,风格板块,FG,商誉减值,880817,infoharbor_block.dat,互联网,文字图片媒体
sz300572,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,检测服务
sz300582,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,LED
sz300586,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化工原料,塑料助剂
sz300607,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,机器人
sz300609,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300612,风格板块,FG,商誉减值,880817,infoharbor_block.dat,广告包装,互联网广告
sz300635,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz300656,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他电子
sz300663,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz300700,风格板块,FG,商誉减值,880817,infoharbor_block.dat,矿物制品,磨具磨料
sz300701,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,光学元件
sz300710,风格板块,FG,商誉减值,880817,infoharbor_block.dat,通信设备,网络接配及塔设
sz300738,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,云基础设施服务
sz300781,风格板块,FG,商誉减值,880817,infoharbor_block.dat,广告包装,其他广告营销
sz300785,风格板块,FG,商誉减值,880817,infoharbor_block.dat,互联网,电商服务
sz300795,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,会展服务
sz300826,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz300835,风格板块,FG,商誉减值,880817,infoharbor_block.dat,矿物制品,磁性材料
sz300838,风格板块,FG,商誉减值,880817,infoharbor_block.dat,机械基件,机械基础件
sz300872,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,其他云服务
sz300875,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,地面兵装
sz300881,风格板块,FG,商誉减值,880817,infoharbor_block.dat,钢加工,特钢
sz300887,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,检测服务
sz300909,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,光学元件
sz300938,风格板块,FG,商誉减值,880817,infoharbor_block.dat,电器仪表,检测服务
sz300941,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他IT设备
sz300978,风格板块,FG,商誉减值,880817,infoharbor_block.dat,汽车配件,其他汽车零部件
sz300981,风格板块,FG,商誉减值,880817,infoharbor_block.dat,医疗保健,医疗耗材
sz300996,风格板块,FG,商誉减值,880817,infoharbor_block.dat,软件服务,行业应用软件
sz301005,风格板块,FG,商誉减值,880817,infoharbor_block.dat,汽车配件,其他汽车零部件
sz301011,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,娱乐用品
sz301024,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz301058,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz301091,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz301136,风格板块,FG,商誉减值,880817,infoharbor_block.dat,建筑工程,工程咨询服务
sz301169,风格板块,FG,商誉减值,880817,infoharbor_block.dat,文教休闲,其他专业服务
sz301187,风格板块,FG,商誉减值,880817,infoharbor_block.dat,家用电器,清洁小家电
sz301193,风格板块,FG,商誉减值,880817,infoharbor_block.dat,家居用品,其他家居
sz301200,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,其他专用设备
sz301325,风格板块,FG,商誉减值,880817,infoharbor_block.dat,专用机械,其他专用设备
sz301355,风格板块,FG,商誉减值,880817,infoharbor_block.dat,广告包装,纸包装
sz301393,风格板块,FG,商誉减值,880817,infoharbor_block.dat,化工原料,有机化工原料
sz301486,风格板块,FG,商誉减值,880817,infoharbor_block.dat,元器件,消费电子组件
sz301589,风格板块,FG,商誉减值,880817,infoharbor_block.dat,IT设备,其他IT设备
sh600004,风格板块,FG,整体上市,880532,infoharbor_block.dat,机场,机场
sh600009,风格板块,FG,整体上市,880532,infoharbor_block.dat,机场,机场
sh600010,风格板块,FG,整体上市,880532,infoharbor_block.dat,普钢,板材
sh600011,风格板块,FG,整体上市,880532,infoharbor_block.dat,火力发电,火力发电
sh600018,风格板块,FG,整体上市,880532,infoharbor_block.dat,港口,港口
sh600019,风格板块,FG,整体上市,880532,infoharbor_block.dat,普钢,板材
sh600027,风格板块,FG,整体上市,880532,infoharbor_block.dat,火力发电,火力发电
sh600031,风格板块,FG,整体上市,880532,infoharbor_block.dat,工程机械,工程机械整机
sh600038,风格板块,FG,整体上市,880532,infoharbor_block.dat,航空,航空装备
sh600097,风格板块,FG,整体上市,880532,infoharbor_block.dat,渔业,水产捕捞
sh600104,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车整车,综合乘用车
sh600115,风格板块,FG,整体上市,880532,infoharbor_block.dat,空运,航空运输
sh600118,风格板块,FG,整体上市,880532,infoharbor_block.dat,航空,航天装备
sh600248,风格板块,FG,整体上市,880532,infoharbor_block.dat,建筑工程,房屋建设
sh600278,风格板块,FG,整体上市,880532,infoharbor_block.dat,商贸代理,贸易
sh600328,风格板块,FG,整体上市,880532,infoharbor_block.dat,化工原料,无机盐
sh600362,风格板块,FG,整体上市,880532,infoharbor_block.dat,铜,铜
sh600406,风格板块,FG,整体上市,880532,infoharbor_block.dat,电气设备,电网自动化
sh600418,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车整车,商用载货车
sh600428,风格板块,FG,整体上市,880532,infoharbor_block.dat,水运,航运
sh600478,风格板块,FG,整体上市,880532,infoharbor_block.dat,电气设备,锂电池
sh600500,风格板块,FG,整体上市,880532,infoharbor_block.dat,塑料,其他化学制品
sh600507,风格板块,FG,整体上市,880532,infoharbor_block.dat,特种钢,特钢
sh600508,风格板块,FG,整体上市,880532,infoharbor_block.dat,煤炭开采,炼焦煤
sh600523,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车配件,其他汽车零部件
sh600575,风格板块,FG,整体上市,880532,infoharbor_block.dat,火力发电,火力发电
sh600611,风格板块,FG,整体上市,880532,infoharbor_block.dat,公共交通,公共交通
sh600648,风格板块,FG,整体上市,880532,infoharbor_block.dat,园区开发,产业地产
sh600662,风格板块,FG,整体上市,880532,infoharbor_block.dat,文教休闲,人力资源服务
sh600676,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车配件,综合类
sh600684,风格板块,FG,整体上市,880532,infoharbor_block.dat,区域地产,住宅开发
sh600704,风格板块,FG,整体上市,880532,infoharbor_block.dat,仓储物流,供应链服务
sh600717,风格板块,FG,整体上市,880532,infoharbor_block.dat,港口,港口
sh600718,风格板块,FG,整体上市,880532,infoharbor_block.dat,软件服务,行业应用软件
sh600719,风格板块,FG,整体上市,880532,infoharbor_block.dat,供气供热,热力服务
sh600729,风格板块,FG,整体上市,880532,infoharbor_block.dat,百货,多业态零售
sh600770,风格板块,FG,整体上市,880532,infoharbor_block.dat,综合类,综合类
sh600782,风格板块,FG,整体上市,880532,infoharbor_block.dat,普钢,板材
sh600787,风格板块,FG,整体上市,880532,infoharbor_block.dat,仓储物流,仓储物流
sh600795,风格板块,FG,整体上市,880532,infoharbor_block.dat,火力发电,火力发电
sh600812,风格板块,FG,整体上市,880532,infoharbor_block.dat,化学制药,化学制剂
sh600850,风格板块,FG,整体上市,880532,infoharbor_block.dat,软件服务,其他云服务
sh600855,风格板块,FG,整体上市,880532,infoharbor_block.dat,专用机械,军工电子
sh600875,风格板块,FG,整体上市,880532,infoharbor_block.dat,电气设备,其他发电设备
sh600879,风格板块,FG,整体上市,880532,infoharbor_block.dat,航空,航天装备
sh600895,风格板块,FG,整体上市,880532,infoharbor_block.dat,园区开发,产业地产
sh600900,风格板块,FG,整体上市,880532,infoharbor_block.dat,水力发电,水力发电
sh600967,风格板块,FG,整体上市,880532,infoharbor_block.dat,运输设备,地面兵装
sh600980,风格板块,FG,整体上市,880532,infoharbor_block.dat,专用机械,能源及重型设备
sh600981,风格板块,FG,整体上市,880532,infoharbor_block.dat,商贸代理,贸易
sh600990,风格板块,FG,整体上市,880532,infoharbor_block.dat,通信设备,军工电子
sh601727,风格板块,FG,整体上市,880532,infoharbor_block.dat,电气设备,其他发电设备
sz000027,风格板块,FG,整体上市,880532,infoharbor_block.dat,火力发电,火力发电
sz000031,风格板块,FG,整体上市,880532,infoharbor_block.dat,全国地产,商业地产
sz000069,风格板块,FG,整体上市,880532,infoharbor_block.dat,全国地产,住宅开发
sz000089,风格板块,FG,整体上市,880532,infoharbor_block.dat,机场,机场
sz000157,风格板块,FG,整体上市,880532,infoharbor_block.dat,工程机械,工程机械整机
sz000333,风格板块,FG,整体上市,880532,infoharbor_block.dat,家用电器,空调
sz000520,风格板块,FG,整体上市,880532,infoharbor_block.dat,水运,航运
sz000528,风格板块,FG,整体上市,880532,infoharbor_block.dat,工程机械,工程机械整机
sz000538,风格板块,FG,整体上市,880532,infoharbor_block.dat,中成药,中药
sz000607,风格板块,FG,整体上市,880532,infoharbor_block.dat,广告包装,其他广告营销
sz000629,风格板块,FG,整体上市,880532,infoharbor_block.dat,小金属,其他金属
sz000719,风格板块,FG,整体上市,880532,infoharbor_block.dat,出版业,大众出版
sz000723,风格板块,FG,整体上市,880532,infoharbor_block.dat,焦炭加工,焦炭加工
sz000758,风格板块,FG,整体上市,880532,infoharbor_block.dat,铅锌,铅锌
sz000761,风格板块,FG,整体上市,880532,infoharbor_block.dat,普钢,板材
sz000768,风格板块,FG,整体上市,880532,infoharbor_block.dat,航空,航空装备
sz000777,风格板块,FG,整体上市,880532,infoharbor_block.dat,机械基件,机械基础件
sz000789,风格板块,FG,整体上市,880532,infoharbor_block.dat,水泥,水泥制造
sz000798,风格板块,FG,整体上市,880532,infoharbor_block.dat,渔业,水产捕捞
sz000800,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车整车,商用载货车
sz000825,风格板块,FG,整体上市,880532,infoharbor_block.dat,特种钢,特钢
sz000837,风格板块,FG,整体上市,880532,infoharbor_block.dat,机床制造,机床制造
sz000878,风格板块,FG,整体上市,880532,infoharbor_block.dat,铜,铜
sz000912,风格板块,FG,整体上市,880532,infoharbor_block.dat,农药化肥,氮肥
sz000930,风格板块,FG,整体上市,880532,infoharbor_block.dat,农业综合,其他农产品加工
sz000951,风格板块,FG,整体上市,880532,infoharbor_block.dat,汽车整车,商用载货车
sz001979,风格板块,FG,整体上市,880532,infoharbor_block.dat,全国地产,住宅开发
sz002046,风格板块,FG,整体上市,880532,infoharbor_block.dat,机械基件,机械基础件
sz002100,风格板块,FG,整体上市,880532,infoharbor_block.dat,饲料,畜禽饲料
sz002171,风格板块,FG,整体上市,880532,infoharbor_block.dat,铜,铜
sz002254,风格板块,FG,整体上市,880532,infoharbor_block.dat,化纤,氨纶
sz002268,风格板块,FG,整体上市,880532,infoharbor_block.dat,IT设备,其他IT设备
sz002346,风格板块,FG,整体上市,880532,infoharbor_block.dat,电气设备,配电设备
sz002368,风格板块,FG,整体上市,880532,infoharbor_block.dat,软件服务,行业应用软件
sz002415,风格板块,FG,整体上市,880532,infoharbor_block.dat,IT设备,安防设备
sz300498,风格板块,FG,整体上市,880532,infoharbor_block.dat,农业综合,生猪养殖
bj920007,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,光伏辅材
bj920029,风格板块,FG,海外业务,880786,infoharbor_block.dat,电器仪表,仪器仪表
bj920045,风格板块,FG,海外业务,880786,infoharbor_block.dat,通信设备,其他通信设备
bj920050,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,医疗耗材
bj920058,风格板块,FG,海外业务,880786,infoharbor_block.dat,摩托车,摩托车
bj920069,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,医疗耗材
bj920112,风格板块,FG,海外业务,880786,infoharbor_block.dat,专用机械,其他专用设备
bj920132,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
bj920271,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,其他汽车零部件
bj920278,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,家用器械
bj920339,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,LED
bj920374,风格板块,FG,海外业务,880786,infoharbor_block.dat,通信设备,通信终端及配件
bj920445,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
bj920679,风格板块,FG,海外业务,880786,infoharbor_block.dat,机械基件,其他通用设备
bj920694,风格板块,FG,海外业务,880786,infoharbor_block.dat,塑料,其他塑料制品
bj920765,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
bj920821,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,PCB
bj920925,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,医疗设备
bj920926,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,厨房小家电
bj920950,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,其他电子
sh600026,风格板块,FG,海外业务,880786,infoharbor_block.dat,水运,航运
sh600156,风格板块,FG,海外业务,880786,infoharbor_block.dat,纺织,其他纺织
sh600215,风格板块,FG,海外业务,880786,infoharbor_block.dat,专用机械,机器人
sh600261,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,LED
sh600299,风格板块,FG,海外业务,880786,infoharbor_block.dat,饲料,食品助剂
sh600338,风格板块,FG,海外业务,880786,infoharbor_block.dat,铅锌,铅锌
sh600448,风格板块,FG,海外业务,880786,infoharbor_block.dat,纺织,印染
sh600584,风格板块,FG,海外业务,880786,infoharbor_block.dat,半导体,半导体封测
sh600599,风格板块,FG,海外业务,880786,infoharbor_block.dat,化工原料,民爆制品
sh600626,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,车身附件及饰件
sh600689,风格板块,FG,海外业务,880786,infoharbor_block.dat,综合类,综合类
sh600699,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,汽车电子电气系统
sh600735,风格板块,FG,海外业务,880786,infoharbor_block.dat,服饰,其他饰品
sh600759,风格板块,FG,海外业务,880786,infoharbor_block.dat,石油开采,油气开采
sh600777,风格板块,FG,海外业务,880786,infoharbor_block.dat,石油开采,油气开采
sh600962,风格板块,FG,海外业务,880786,infoharbor_block.dat,软饮料,软饮料
sh600983,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,冰洗
sh600988,风格板块,FG,海外业务,880786,infoharbor_block.dat,黄金,黄金
sh601058,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,轮胎轮毂
sh601156,风格板块,FG,海外业务,880786,infoharbor_block.dat,仓储物流,跨境物流
sh601388,风格板块,FG,海外业务,880786,infoharbor_block.dat,铝,铝
sh601500,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,轮胎轮毂
sh601919,风格板块,FG,海外业务,880786,infoharbor_block.dat,水运,航运
sh603004,风格板块,FG,海外业务,880786,infoharbor_block.dat,化工原料,其他化学制品
sh603083,风格板块,FG,海外业务,880786,infoharbor_block.dat,通信设备,通信终端及配件
sh603089,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,底盘与发动机系统
sh603091,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
sh603175,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,PCB
sh603201,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,其他汽车零部件
sh603205,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,医疗耗材
sh603215,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,厨房小家电
sh603219,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,清洁小家电
sh603221,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603259,风格板块,FG,海外业务,880786,infoharbor_block.dat,化学制药,医疗研发外包
sh603262,风格板块,FG,海外业务,880786,infoharbor_block.dat,食品,保健品
sh603268,风格板块,FG,海外业务,880786,infoharbor_block.dat,船舶,航海装备
sh603277,风格板块,FG,海外业务,880786,infoharbor_block.dat,专用机械,制冷空调设备
sh603290,风格板块,FG,海外业务,880786,infoharbor_block.dat,半导体,功率半导体
sh603303,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,LED
sh603307,风格板块,FG,海外业务,880786,infoharbor_block.dat,文教休闲,娱乐用品
sh603313,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603338,风格板块,FG,海外业务,880786,infoharbor_block.dat,工程机械,工程机械整机
sh603400,风格板块,FG,海外业务,880786,infoharbor_block.dat,机械基件,其他通用设备
sh603408,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
sh603456,风格板块,FG,海外业务,880786,infoharbor_block.dat,医疗保健,医疗研发外包
sh603501,风格板块,FG,海外业务,880786,infoharbor_block.dat,半导体,集成电路设计
sh603507,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,风电零部件
sh603558,风格板块,FG,海外业务,880786,infoharbor_block.dat,纺织,棉纺制品
sh603583,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,工业控制设备
sh603586,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,底盘与发动机系统
sh603600,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603610,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603617,风格板块,FG,海外业务,880786,infoharbor_block.dat,机械基件,机械基础件
sh603626,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,消费电子组件
sh603661,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603665,风格板块,FG,海外业务,880786,infoharbor_block.dat,服饰,鞋帽及其他
sh603707,风格板块,FG,海外业务,880786,infoharbor_block.dat,生物制药,其他生物制药
sh603709,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603727,风格板块,FG,海外业务,880786,infoharbor_block.dat,石油开采,油气工程
sh603730,风格板块,FG,海外业务,880786,infoharbor_block.dat,汽车配件,车身附件及饰件
sh603818,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,家具
sh603822,风格板块,FG,海外业务,880786,infoharbor_block.dat,化工原料,塑料助剂
sh603890,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,消费电子组件
sh603920,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,PCB
sh603929,风格板块,FG,海外业务,880786,infoharbor_block.dat,装修装饰,其他专业工程
sh603979,风格板块,FG,海外业务,880786,infoharbor_block.dat,铜,铜
sh603992,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
sh603993,风格板块,FG,海外业务,880786,infoharbor_block.dat,小金属,钨钼
sh605003,风格板块,FG,海外业务,880786,infoharbor_block.dat,纺织,家纺
sh605080,风格板块,FG,海外业务,880786,infoharbor_block.dat,文教休闲,娱乐用品
sh605099,风格板块,FG,海外业务,880786,infoharbor_block.dat,文教休闲,其他家居
sh605116,风格板块,FG,海外业务,880786,infoharbor_block.dat,化学制药,原料药
sh605117,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,光伏逆变器
sh605118,风格板块,FG,海外业务,880786,infoharbor_block.dat,元器件,光学元件
sh605155,风格板块,FG,海外业务,880786,infoharbor_block.dat,家居用品,其他家居
sh605196,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,线缆部件及其他
sh605198,风格板块,FG,海外业务,880786,infoharbor_block.dat,软饮料,软饮料
sh605259,风格板块,FG,海外业务,880786,infoharbor_block.dat,农用机械,其他通用设备
sh605365,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,LED
sh605378,风格板块,FG,海外业务,880786,infoharbor_block.dat,电气设备,其他电池
sh605555,风格板块,FG,海外业务,880786,infoharbor_block.dat,家用电器,清洁小家电
